source,target
ꢒꢾꢬꢶꢖ꣄ꢔꢶ ꢙꢵ,கெரிங்கி3 ஜா
ꢕꢸꢭꢵꢜ꣄,கு4லாட்
ꢒꢾꢬꢸꢖ꣄ꢔꢵꢜ꣄,கெருங்கா3ட்
ꢱꢶꢒ꣄ꢒꢶ,ஸிக்கி
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,மிஶ்ரணொ கேர்
ꢱꢾꢣ꣄ꢣꢸ ꢡꢵꢫ꣄,ஸெத்3து3 தாய்
ꢒꢮ꣄ꢭꢫꢶꢬꢴꢵ,கவ்லயிரா:
ꢂꢯ꣄ꢬꢿꢠꢶꢲꣁ,அஶ்ரேணி ஹோ
ꢂꢯ꣄꣄ꢬꢿꢠꢶ ꢒꢿꢬ꣄,அஶ்ரேணி கேர்
ꢃꢒꢬ꣄ꢰꢶ,ஆகர்ஷி
ꢩꣁꢬꢶꢙꢵ,பொ4ரி ஜா
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,தெல்கயி ஜா
ꢲꢸꢞꣁ ꢡꢶꢞꣁ ꢕꢭꢫꢶ ꢙꢵ,ஹுடொ3திடொ3 க4லயி ஜா
ꢤꢶꢭ꣄ꢭꣁꢦꣁꢜ꣄,தி4ல்லொபோட்
ꢲꢾꢞꢶ ꢡꢵꢫ꣄,ஹெடி3தாய்
ꢣꢶꢥ꣄ꢥꢸ ꢙꢮꢵꢜ꣄,தி3ன்னு ஜவாட்
ꢩꢷꢜ꣄,பீ4ட்
ꢱꢷꢥ꣄ꢦꣁꢥ꣄ꢣꢶ,ஶீன்பொந்தி3
ꢱꢶꢒ꣄ꢒꢵꢜ꣄,ஸிக்காட்
ꢣꢹꢡ꣄ ꢦꢷꢳ꣄,தூ3த் பீள்
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄ꢮꢶ,சுட்டுபி2ர்வி
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,சுட்டுபீ2ர்
ꢱꢵꢦꢥꣁ ꢣꢿ,ஸாபனொ தே3
ꢦꣁꢳ꣄ꢳꣁ ꢲꣂ,பொள்ளொ ஹோ
ꢣꢾꢒ꣄ꢒꢵꢜ꣄,தெ3க்காட்
ꢦꢶꢬꢿꢮ꣄ ꢒꢿꢬ꣄,ப்ரேவ்கேர்
ꢱꢸꢒ꣄ꢒꢶ ꢙꢵ,ஸுக்கிஜா
ꢡꢦ꣄ꢦꢶ ꢙꢵ,தப்பி ஜா
ꢒꢫ꣄ꢭꣁ ꢣꢾ,கய்லொ தே3
ꢡꢦꢵꢜ꣄,தபாட்
ꢂꢨ꣄ꢨꢳ꣄ꢳꢿ,அப்3ப3ள்ளே
ꢦꣁꢞ꣄ ꢬꢴꢵ,பொட்3 ரா:
ꢥꢶꢖ꣄ꢙꢵꢜ꣄,நிஞ்ஜாட்
ꢓꢶꢠ꣄ꢓꢶꢠꢵꢜ꣄ ꢒꢪ꣄ꢦꢥꣁ ꢒꢿꢬ꣄,கி2ண்கிணாட்
ꢂꢨ꣄ꢨꢱ꣄ꢡꢶꢱꣁ ꢬꢴꢵ,அப்3ப3ஸ்திஸொ ரா:
ꢥꣁꢠ꣄ꢜꢶꢭꢶꢗꢵꢭ꣄,நொண்டி3லிசால்
ꢚꢹꢬ꣄ ꢆꢜ꣄ꢗꢶꢭꢾ,ஜூ2ர்
ꢔ꣄ꢬꢲꢥꣁ ꢒꢿꢬ꣄,உட்சிலே
ꢩꢜ꣄ꢜꢶ ꢙꢵ,ப2ட்டி ஜா
ꢩꢵꢜ꣄,பா2ட்
ꢥꢶꢔꢶꢳꢵꢜ꣄,நிகி3ளாட்
ꢥꢶꢔꢳ꣄,நிகி3ள்
ꢒꢮ꣄ꢭꢶꢱꣂꢜ꣄,கவ்லிஸோட்
ꢯꢵꢓꣁ ꢱꣂꢜ꣄,ஶாகொ2 ஸோட்
ꢣꣁꢱ꣄ꢒꣁ ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,தொ3ஸ்கொசுட்டு பீ2ர்
ꢕꢶꢬ꣄ꢒꢶ,கி4ர்கி
ꢒꣁꢮ꣄ꢬꢶ,கொவ்ரி
ꢱꢾꢣ꣄ꢣꢸ ꢱꢨꣁ ꢒꢿꢬ꣄,ஸெத்3து3 ஸபொ3 கேர்
ꢕꢸꢮꣁ ꢒꢿꢬ꣄,கூ4வொ கேர்
ꢮ꣄ꢫꢮꢱ꣄ꢢꣁ ꢥꢴꢷꢡ꣄ꢡꢶꢱꣁ ꢒꢿꢬ꣄,வ்யவஸ்தொ2 நீ:த்திஸொ கேர்
ꢮ꣄ꢫꢮꢱ꣄ꢢꣁ ꢥꢴꢷꢡ꣄ꢡꢶꢱꣁ ꢲꣁ,வ்யவஸ்தொ2 நீ:த்திஸொ ஹோ
ꢃꢒꢬ꣄ꢰꢥꣁ ꢒꢿꢬ꣄,ஆகர்ஷனொ கேர்
ꢔꢸꢱꢸꢔꢸꢱꢸ ꢒꢿꢬ꣄,கு3ஸுகு3ஸு கேர்
ꢔꢸꢣ꣄ꢣꢶ,கு3த்3தி3
ꢗꢮꢶ ꢒꢵ,சவி கா2
ꢤꢸꢖ꣄ꢒꢶ,து4ங்கி
ꢒꢸꢰꢵꢭ꣄ ꢒꢿꢬ꣄,குஷால்கேர்
ꢲꢳ꣄ꢳꢸ ꢔꢸꢣ꣄ꢣꢶ,ஹள்ளுகு3த்3தி3
ꢔꣂꢦꢸꢬ꣄ ꢒꢾꢬꢱ꣄ꢡꢾ,கொ3பு3ர்கெரஸ்தே
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ ꢲꢸꢳꣁ ꢦꢾꢮ꣄ꢞꢫ ꢶꢬꢴꢵ,மொன்னும்ஹுளொபெவ்ட3யி ரா:
ꢭꢸꢪ꣄ꢦ꣄ꢶꢭꢿ,லும்பிலே
ꢭꢸꢪ꣄ꢦꢵꢜ꣄,லும்பாட்
ꢧꢸꢭꢵꢧꢸꢭꢶꢣꢾꢒ꣄ꢒꢵꢜ꣄,பு2லாபு2லிதெ3க்காட்
ꢱꣁꢥ꣄ꢡꣁꢰ꣄ ꢦꣁꢥ꣄ꢣꢶ,ஸொந்தோஷ் பொந்தி3
ꢒꢸꢣꢹꢲꢭ꣄ ꢦꣁꢥ꣄ꢣꢶ,குதூஹல்பொந்தி3
ꢂꢭ꣄ꢮꢵꢜ꣄,ஹல்வாட்
ꢂꢭ꣄ꢭꢶ,ஹல்லி
ꢱꢪ꣄ꢪꢶꢯ꣄ꢬꢠꣁ ꢲꣁꢫ꣄ꢬꢴꢵ,ஸம்மிஶ்ரணொ ஹொய் ரா:
ꢪꢸꢭ꣄ꢭ ꢧꢭ꣄ꢭꣁ ꢲꣁꢫ꣄ ꢬꢴꢵ,முல்லப2ல்லொ ஹொய் ரா:
ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,கவ்லயி ரா:
ꢪꢸꢭ꣄ꢭ ꢧꢭ꣄ꢭꣁ ꢒꢿꢬ꣄,முல்ல ப2ல்லொ கேர்
ꢒꢮ꣄ꢭꢶ ꢡꢵꢫ꣄,கவ்லி தாய்
ꢒꢸꢥꢪꢶꢖ꣄ꢗꢶꢫꢶ ꢬꢴꢵ,குமிஞ்சயி ரா:
ꢒꢸꢪꢶꢖ꣄ꢗꢶ ꢢꣁꢮ꣄,குமிஞ்சிதோ2வ்
ꢭꢸꢪ꣄ꢦꢶ,லும்பி
ꢭꢸꢪ꣄ꢦꢫꢶ ꢬꢴꢵ,லும்பயி ரா:
ꢔꣁꢳꢔꣁꢳꢫꢶ ꢮꢡ꣄ꢡꣁ ꢒꢾꢬ꣄,கொ3ளகொ3ளயி வத்தொ கேர்
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢦꣂꢜ꣄,பொல்லம்போட்
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢒꢾꢬ꣄,பொல்லம்கேர்
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢒꣁꢮ꣄ꢬꢶ,பொல்லம் கொவ்ரி
ꢙꢾꢡ ꢗꢿꢬ꣄,ஜெதசேர்
ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,கவ்லயிரா:
ꢱ꣄ꢥꢵꢥ꣄ ꢒꢿꢬ꣄,ஸ்நான்கேர்
ꢃꢖ꣄ꢔꢸ ꢤꢹꢮ꣄,ஆங்கு3தூ4வ்
ꢱꢶꢳ꣄ꢳꢦꣂꢜ꣄,ஸிள்ளபோட்
ꢔꢸꢣ꣄ꢣꢶ,தேஸ்
ꢒꢸꢬ꣄ꢗꢶꢭꢾ,குர்சிலே
ꢥꢴꢥ꣄ꢥ ꢒꢿꢬ꣄,ந:ன்னொகேர்
ꢆꢥ꣄ꢥꣁ ꢒꢿꢬ꣄,உன்னொ கேர்
ꢥꢴꢥ꣄ꢥꢲꣁ,ந:ன்னொஹோ
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ꢒꢸꢱ꣄ꢒꢫꢶ ꢬꢴꢵ,மொன்னும்குஸ்கயி ரா:
ꢆꢥ꣄ꢥꣁ ꢲꣁꢫ꣄ꢬꢴꢵ,உன்னொ ஹொய் ரா:
ꢆꢥ꣄ꢥꣁ ꢒꢿꢬ꣄,உன்னொகேர்
ꢏꢖ꣄ꢔꢶ,ஒங்கி3
ꢏꢖ꣄ꢔꢵꢜ꣄,ஒங்கா3ட்
ꢭꢵꢱ꣄,லாஸ்
ꢭꢙ꣄ꢙꣁ ꢦꣁꢥ꣄ꢣꢶ,லஜ்ஜொ பொந்தி3
ꢗꢾꢬ꣄ꢭꢿ,செர்லே
ꢲꢵꢡ꣄ ꢙꢾꢡ ꢗꢾꢬ꣄ꢗ꣄ꢗꢶ,ஹாத்ஜெதசெர்சி
ꢬꢾꢗ꣄ꢗ ꢡꢵꢫ꣄,ரெச்சொதாய்
ꢪꢿꢠ꣄,மேன்
ꢏꢖ꣄ꢒꢶ,ஒங்கி3
ꢱ꣄ꢮꢦ꣄ꢬꢡꢵꢦ꣄ ꢒꢾꢬ꣄ꢭꢿ,ஸ்வப்ரதாப் கெர்லே
ꢒꢾꢖ꣄ꢙꢶ,கெஞ்ஜி
ꢪꢔꢶꢭꢾ,மகி3லே
ꢥꢵꢯ꣄,நாஶ்
ꢥꢯꢥꣁ ꢲꣂ,நாஶனொஹோ
ꢙꢾꢔꢸꢖ꣄ꢗꢶ,ஜெகி3ஞ்சி
ꢙꢷꢔ꣄,ஜீக்3
ꢨꢸꢱ꣄ꢒꢸꢜ꣄ꢜꢶ ꢬꣂꢜ꣄,பு3ஸ்குட்டிரோட்
ꢎꢒꢶ,ஐகி
ꢂꢪ꣄ꢨꢜ꣄ ꢬꢴꢵ,அம்ப3ட் ரா:
ꢲꣁ,ஹோ
ꢔꢸꢜ꣄ꢜꢸꢡꢵꢫ꣄,குட்டுதாய்
ꢜꢖ꣄ꢒꢥꣁ ꢒꢿꢬ꣄,டங்கனொ கேர்
ꢒꣁꢡ꣄ꢡꢶ,கொத்தி
ꢡꢦꢫꢶ ꢙꢵ,தபயி ஜா
ꢲꢸꢨ꣄ꢨꢶ,ஹுப்3பி3
ꢱꢸꢙ꣄ꢙꢶ,ஸுஜ்ஜி
ꢡꣂꢠꢸꢪ꣄ ꢔꣁꢳꣁ ꢒꢿꢬ꣄,தோணும் கொ3ளொ கேர்
ꢡꣂꢠ꣄ ꢔꣁꢳꣁ ꢒꢿꢬ꣄,தோண் கொ3ளொ கேர்
ꢡꣂꢜ꣄,தோட்
ꢪꣁꢬꢵꢜ꣄,மொராட்
ꢧꢖ꣄ꢔꢶꢜ꣄,ப2ங்கி3ட்
ꢪꢥ꣄ꢣꣁ ꢗꢿꢜ꣄,மந்தொ3சேட்
ꢢꣁꢮ꣄ꢭꢾ,தொ2வ்லே
ꢩꣁꢬ꣄ꢮꢶ,பொ4ர்வி
ꢭꢔꢵꢜ꣄,லகா3ட்
ꢗꢾꢮ꣄ꢛ꣄ꢗꢶ,செவ்ஞ்சி
ꢏꢬ꣄ꢦꢶ,ஒர்பி
ꢬꢵꢒ꣄ ꢂꢥ꣄ꢭꢾ,ராக்அன்லே
ꢨꣁꢪ꣄,போம்
ꢪꢔꢶꢭꢿ,மகி3லே
ꢪꢾꢥ꣄ꢭꢿ,மென்லே
ꢒ꣄ꢰꢪꣁ ꢒꢾꢬ꣄ꢭꢿ,க்ஷமொ கெர்லே
ꢗꢶꢜꢸꢗꢶꢞꢵꢜ꣄,சிடு3சிடா3ட்
ꢯꢶꢡꢶꢭꢶ ꢙꢵ,ஶிதிலி ஜா
ꢗꢾꢣꢶꢭꢶꢙꢵ,செதி3லி ஜா
ꢣ꣄ꢒ꣄ꢒꢶ,தெ3க்கி
ꢪꢷꢭ꣄,மீள்
ꢱꢾꢥ꣄ꢣꢿꢮ꣄ꢦꣂꢜ꣄,ஸெந்தே3வ்போட்
ꢗꢵꢜ꣄,சாட்
ꢚꢹꢬ꣄,ஜூ2ர்
ꢱꢨꢶꢖ꣄ꢗꢶ,ஸபி3ஞ்சி
ꢗꢵꢭ꣄,சால்
ꢙꣁꢞꢸꢖ꣄ꢗꢶ,ஜொடு3ஞ்சி
ꢣꢷ ꢗꢾꢬ꣄ꢗꢶ,தீ3 செர்சி
ꢤꢞ꣄ꢞꢿ,த4ட்3டே3
ꢥꢶꢬ꣄ꢮꢵꢲ꣄ ꢒꢿꢬ꣄,நிர்வாஹ் கேர்
ꢱꢛ꣄ꢗꢵꢭꢥꣁ ꢒꢿꢬ꣄,ஸஞ்சாலனொ கேர்
ꢭꢾꢔꢸꢡ꣄ꢡꣁ ꢙꢵ,லெகு3த்தொஜா
ꢗꢵꢭ꣄ꢲꣁ,சால்ஹோ
ꢬꢸꢡꢸꢲꣁ,ருது ஹோ
ꢲꢥ꣄ꢣꢶ,ஹந்தி3
ꢏꢠ꣄ꢜ꣄ꢫꢦꣁꢔꢸꢪ꣄ ꢏꢖ꣄ꢔꢶ,ஒண்ட்யபோகு3ம் ஒங்கி3
ꢏꢠ꣄ꢜ꣄ꢫꢦꣂꢔꢸꢪ꣄ ꢏꢖ꣄ꢔꢵꢜ꣄,ஒண்ட்யபோகு3ம் ஒங்கா3ட்
ꢒꣁꢛ꣄ꢗꢶꢥ ꢶꢮꢗꢥ꣄ ꢒꢿꢬ꣄,கொஞ்சினி வசன் கேர்
ꢱꢭ꣄ꢭꢵꢦꢸ ꢮꢗꢥ꣄ ꢒꢿꢬ꣄,ஸல்லாபு வசன் கேர்
ꢱꢶꢥꢫꢶ ꢙꢵ,ஶினயி ஜா
ꢚꢶꢬ꣄ꢒꢶ ꢦꣂꢜ꣄,ஜி2ர்கி போட்
ꢗꢸꢒ꣄ꢱꢖ꣄ꢔꢶ,சூக்ஸங்கி3
ꢣꣂꢰ ꢃꢬꣂꢦꢠꣁ,தோ3ஷ ஆரோபணொ
ꢱ꣄ꢢꢶꢬꣁ ꢒꢿꢬ꣄,ஸ்தி2ரொகேர்
ꢦꣂꢒ꣄ ꢏꢖBꢔꢶ,போக்ஒங்கி3
ꢦꣂꢒ꣄ ꢏꢖBꢔꢵꢜ꣄,போக்ஒங்கா3ட்
ꢥꣁꢪ꣄ꢪꢶꢭꢶ ꢬꢴꢵ,நொம்மிலிரா:
ꢏꢬ꣄ꢔꢵꢜ꣄,ஒர்கா3ட்
ꢒꢳꢵꢜ꣄,களாட்
ꢦ꣄ꢬꢒꢜꢥꣁ ꢒꢿꢬ꣄,ப்ரகடனொ கேர்
ꢱꢪ꣄ꢜꢶꢥꢶ ꢦꣂꢜ꣄,ஸம்டினி போட்
ꢱꢪ꣄ꢜꢶ,ஸம்டி
ꢬꢵꢒ꣄ ꢣꢾꢒ꣄ꢒꢵꢜ꣄,ராக்தெ3க்காட்
ꢪꣁꢠ꣄ꢔꢵꢜ꣄,மொண்கா3ட்
ꢲꢵꢮꢩꢵꢮ꣄ ꢒꢿꢬ꣄,ஹாவபா4வ் கேர்
ꢪꣁꢠ꣄ꢔꢶ,மொண்கி3
ꢬꢹꢦ꣄ꢒꢾꢬ꣄,ரூப்கேர்
ꢗꢶꢡ꣄ꢡꢬ꣄ ꢒꢿꢬ꣄,சித்தர் கேர்
ꢂꢨ꣄ꢨꢞ꣄ꢭꢿ ꢂꢨꢞ꣄ꢭꢿ,அப்3ப3ட்3லே அப3ட்3லே
ꢗꢾꢣꢸꢬ꣄,செது3ர்
ꢮꢶꢒꢷꢬ꣄ꢠꢸ ꢲꣁꢫ꣄ ꢙꢵ,விகீர்ணு ஹொய் ஜா
ꢗꢾꢣꢸꢬꢵꢜ꣄,செது3ராட்
ꢮꢶꢒꢷꢬ꣄ꢠꢸ ꢒꢾꢬ꣄,விகீர்ணு கேர்
ꢥꢾꢱ꣄ꢒꢶ,நெஸ்கி
ꢫꣂꢱꢥꣁ ꢒꢿꢬ꣄,யோசனொகேர்
ꢭꢸꢗ꣄ꢗꢵꢜ꣄,லுச்சாட்
ꢗꢶꢬꢵꢫ꣄ꢥꢶ ꢦꣂꢜ꣄,சிரய்னிபோட்
ꢲꢵꢱ꣄,ஹாஸ்
ꢱꣁꢮ꣄ꢬꢪ꣄ ꢒꢾꢬ꣄,ஸொவ்ரம்கேர்
ꢬꣂꢪꢵꢛ꣄ꢗꣁ ꢲꣁꢫ꣄ꢭꢿ,ரோமாஞ்சொ ஹொய்லே
ꢡꣁꢠꣁ ꢡꣁꢠꣁ ꢒꢿꢬ꣄,தொணொ தொணொ கேர்
ꢭꢴꣁꢮꣁ ꢦꣂꢜ꣄,லொ:வொபோட்
ꢥꢴꢥ꣄ꢥ ꢲꣂ,ந:ன்னொஹோ
ꢬꢵꢒ꣄ ꢂꢮꢵꢜ꣄,ராக் அவாட்
ꢆꢱ꣄ꢦꢶ ꢱꣂꢜ꣄,உஸ்பி ஸோட்
ꢔꢮ꣄ꢖ꣄ꢗꢶ,க3வ்ஞ்சி
ꢙꢷꢬ꣄ꢠꢸꢒꢿꢬ꣄,ஜீர்ணுகேர்
ꢪꣁꢥꣁ ꢒꢿꢬ꣄,மொனொ கேர்
ꢬꢵꢒ꣄ ꢂꢮꢞꢳꢿ,ராக்அவட்3ளே
ꢔꢸꢬ꣄ꢡꢸ ꢒꢳꢵꢜ꣄,கு3ர்து களாட்
ꢩꢸꢛ꣄ꢙꢶ,பு4ஞ்ஜி
ꢭꢵꢮ꣄,லாவ்
ꢪꢶꢜ꣄ꢜꢶ,மிட்டி
ꢦꢱ꣄ꢡꣁꢒ꣄ꢒꢶ,பஸ்தொக்கி
ꢯꢸꢣ꣄ꢣꢶ ꢒꢿꢬ꣄,ஶுத்3தி4கேர்
ꢡꢸꢒ꣄ꢒꢶ,துக்கி
ꢮꢵꢮ꣄,வாவ்
ꢡꢸꢒ꣄ꢒꢵꢜ꣄,துக்காட்
ꢒꢸꢖ꣄ꢒꢶ,குங்கி
ꢂꢒ꣄ꢒꢸꢬꣁꢒꢿꢬ꣄,அக்குரொகேர்
ꢒꢸꢖ꣄ꢔꢫꢶ ꢙꢵ,குங்க3யி ஜா
ꢂꢒ꣄ꢒꢸꢬꣁ ꢲꣁ,அக்குரொ ஹோ
ꢂꢮ꣄ꢱꢬ꣄ ꢦꣁꢜ꣄,அவ்ஸர் போட்
ꢔꢸꢮ꣄ꢠꢶ,கு3வ்ணி
ꢔꣁꢳꣁ ꢒꢿꢬ꣄,கொ3ளொ கேர்
ꢔꢸꢠ꣄ꢮꢫꢶ ꢬꢴꢵ,கு3ண்வயிரா:
ꢔꣁꢳꣁ ꢲꣁꢫ ꣄ꢬꢴꢵ,கொ3ளொ ஹொய் ரா:
ꢯ꣄꣄ꢮꢵꢱꣁ ꢒꢿꢬ꣄,ஶ்வாஸொகேர்
ꢬꢸꢗ꣄ꢗꢶ ꢱꢵ,ருச்சிஸா
ꢧꢷꢬ꣄,பீ2ர்
ꢧꢶꢬ꣄ꢮꢶꢶ,பி2ர்வி
ꢧꢶꢬꢵꢜ꣄,பி2ராட்
ꢅꢠ꣄ꢒꢶ,இண்கி
ꢲꢶꢠ꣄ꢞꢶ,ஹிண்டி3
ꢒ꣄ꢬꢷꢜꢶ ꢕꢵꢭ꣄,க்ரீடிகா4ல்
ꢕꢵꢭ꣄,கா4ல்
ꢗꢾꢮꢸꢛ꣄ꢗꢶ,செவுஞ்சி
ꢥꢴꢵꢥ꣄ ꢲꣁ,நா:ன்ஹோ
ꢗꢸꢜ꣄ꢜꢸꢬ꣄ ꢬꢴꢵ,சுட்டுர்ரா:
ꢗꢾꢒ꣄ꢒꢶ,செக்கி
ꢟꢖ꣄ꢒꢶ,ட2ங்கி
ꢥꢵꢪ ꢙꢦꣁ ꢒꢿꢬ꣄,நாம ஜபொ கேர்
ꢦ꣄ꢬꢵꢬ꣄ꢢꢥꣁ ꢒꢿꢬ꣄,ப்ரார்த2னொ கேர்
ꢙꢷꢬ꣄ꢠꢸꢲꣁ,ஜீர்ணுஹோ
ꢒꢿꢬ꣄,கேர்
ꢙꢶꢬ꣄ꢪꢵꢥ꣄ ꢲꣂ,ஜிர்மான்ஹோ
ꢡꢸꢬꢵꢜ꣄,துராட்
ꢕꢞꢶ ꢒꣁꢮ꣄ꢬꢶ,க4டி3 கொவ்ரி
ꢙꢮꢵꢜ꣄,ஜவாட்
ꢗꢸꢨꢶꢜ꣄ꢗꢸ ꢦꣁꢥ꣄ꢣꢶ,சுபி3ட்சுபொந்தி3
ꢆꢬꢵꢮ꣄ ꢒꢿꢬ꣄,உராவ்கேர்
ꢙꢷꢗꢿꢬ꣄,ஜீசேர்
ꢦꢵꢄꢪ꣄ꢦꣁꢜ꣄,பாஇ~ம்போட்
ꢪꢾꢖ꣄ꢔꢶ,மெங்கி3
ꢨꣁꢜ꣄ꢜꢸ ꢦꣂꢜ꣄,பொ3ட்டுபோட்
ꢗꢶꢞꢸꢒ꣄ꢒꢸ ꢡꢵꢫ꣄,சிடு3க்குதாய்
ꢧꢸꢭꢸ ꢦꣁꢮ꣄ꢱ꣄ꢦꣂꢜ꣄,பூ2லு பொவ்ஸ்போட்
ꢡꢾꢜ꣄ꢜꢸ ꢪꢸꢜ꣄ꢜꢶ,தெட்டுமுட்டி
ꢡꢾꢠ꣄ꢞꢥꣁ ꢣꢿ,தெ3ண்ட3னொதே3
ꢂꢠ꣄ꢗꢫꢶ ꢬꢴꢵ,அண்சயி ரா:
ꢂꢠ꣄ꢗꢶ,அண்சி
ꢡꢾꢡ꣄ꢡꢳꢶꢛ꣄ꢗꢶ,தெத்தளிஞ்சி
ꢡꢾꢭ꣄ꢒꢶ,தெல்கி
ꢡꣁꢨꢸꢛ꣄ꢗꢵꢜ꣄,தொபு3ஞ்சாட்
ꢡꣁꢨꢸꢛ꣄ꢗꢶ,தொபி3ஞ்சி
ꢦꢥ꣄ꢪꢭ꣄ꢒꢾ ꢦꣂꢜ꣄,பன்மல்கெ போட்
ꢣꢬ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,த3ர்ஷணொகேர்
ꢮꢶꢮꢵꢡ꣄ ꢒꢿꢬ꣄,விவாத்3கேர்
ꢨꣁꢮꢥ꣄ ꢤꢜ꣄ꢞꢾ,பொ3வன்த4ட்டே3
ꢕꣁꢠꢖ꣄ꢒꣁꢠꢵꢫ꣄ ꢒꢿꢬ꣄,கொ4ணங்கொணாய்கேர்
ꢏꢞ꣄ꢙꢵ,ஒட்3ஜா
ꢂꢭ꣄ꢭꢵꢜ꣄,அல்லாட்
ꢥꢴꢷꢡ꣄ꢡꣁ ꢲꣁꢮꢵꢜ꣄,நீ:த்தொஹொவாட்
ꢔꣁꢳ ꢔꣁꢳꢵꢜ꣄,கொ3ளகொ3ளாட்
ꢓꢮ꣄ꢙꢶ,க2வ்ஜி
ꢦꢬꢷꢒ꣄ꢰꣁ ꢒꢿꢬ꣄,பரீக்ஷொகேர்
ꢗꣁꢒ꣄ꢒꢜ꣄ ꢲꣁ,சொக்கட் ஹோ
ꢯꢷꢥ꣄ ꢭꢒꢫ꣄ꢭꢾ,ஶீன்லக3ய்லே
ꢧꢸꢜ꣄ꢜꢶ ꢦꣂꢜ꣄,பு2ட்டி போட்
ꢤ꣄ꢮꢪ꣄ꢯꢸ ꢲꣂ,த்4வம்ஶு ஹோ
ꢩꣁꢞꢶꢡꢵꢫ꣄,பொ2டி3தாய்
ꢩꣁꢔ ꢩꣁꢔꢫꢶ ꢬꢴꢵ,பொ4க3பொ4க3யி ரா:
ꢡꢦꢫꢶ ꢬꢴꢵ,தபயி ரா:
ꢬꢴꢷꢭꢿ,ரீ:லே
ꢬꢴꢾꢫ꣄ꢭꢿ,ரெ:ய்லே
ꢡꢾꢜ꣄ꢜꢶ,தெட்டி
ꢂꢮ꣄ꢞꣂꢦꣁꢜ꣄,அவ்டொ3போட்
ꢲꢶꢨ꣄ꢨꢵꢞ꣄,ஹிப்3பா3ட்3
ꢒꢨꢶꢭꢿ,கபி3லே
ꢃꢭꢶꢖ꣄ꢔꢥꣁ ꢒꢿꢬ꣄,ஆலிங்க3னொ கேர்
ꢦꣁꢜꢭꢶ ꢩꢥ꣄ꢣꢶꢭꢿ,பொடலி ப4ந்தி3லே
ꢗꢸꢨꢶꢜ꣄ꢗꢸꢒꢥ꣄ ꢬꢴꢵ,சுபி3ட்சுகன் ரா:
ꢤꢶꢭ꣄ꢭꣁ ꢦꣂꢜ꣄,தி4ல்லொபோட்
ꢤꢶꢭ꣄ꢭꣁ ꢒꢿꢬ꣄,தி4ல்லொகேர்
ꢗꢶꢒꢸꢥ꣄,சிகுர்
ꢪꢸꢒꢸꢬ꣄,முகுர்
ꢏꢠ꣄ꢜꢶꢒꢥ꣄ ꢬꢴꢵ,ஒண்டிகன்ரா:
ꢃꢒ꣄ꢬꢪꢥꣁ ꢒꢿꢬ꣄,ஆக்ரமனொ கேர்
ꢱꢮꢥ꣄ꢒꢾꢬ꣄ꢭꢿ,ஸவன்கெர்லே
ꢮꢲꢶꢭꢾ,வஹிலே
ꢬꢴꢒ꣄ꢒꢶ,ர:க்கி
ꢡꢪꢱ꣄ꢒꢿꢬ꣄,தமஸ் கேர்
ꢱ꣄ꢢꢶꢬꣁ ꢒꢿꢬ꣄,ஸ்தி2ரொ கேர்
ꢆꢭ꣄ꢭꢖ꣄ꢔꢶ,உல்லங்கி3
ꢚꢵꢖ꣄ꢔꢶ,ஜா2ங்கி3
ꢓꢵꢭ꣄ꢙꢵ,கா2ல் ஜா
ꢓꢵꢭ꣄ꢒꢿꢬ꣄,கா2ல்கேர்
ꢧꣁꢠ꣄ꢠꢶ ꢣꢾ,பொ2ண்ணி தே3
ꢡꢶꢒ꣄ꢒꢶ ꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄,திக்கி வத்தொ கேர்
ꢓ꣄ꢫꢵꢣꢶ ꢦꣁꢥ꣄ꢣꢶ,க்2யாதி3 பொந்தி3
ꢒꢷꢬ꣄ꢡꢶ ꢦꣁꢥ꣄ꢣꢶ,கீர்தி பொந்தி3
ꢨꢾꢣꢶꢬ꣄,பெ3தி3ர்
ꢔꢵꢭ꣄ꢞꢾ,கா3ள்டே3
ꢂꢭ ꣄ꢦꣁꢥ꣄ꢣꢶ,அல்பொந்தி3
ꢲꢸꢨ꣄ꢨꢱ꣄,ஹுப்3ப3ஸ்
ꢡꢶꢠ꣄ꢗꢶ,திண்சி
ꢔꢸꢳ꣄ꢳꢾ ꢲꢵꣂ,கு3ள்ளெ ஹோ
ꢧꢶꢬ꣄ꢮꢶ,பி2ர்வி
ꢧꢶꢬ꣄,பீ2ர்
ꢤ꣄ꢫꢥ꣄ ꢒꢿꢬ꣄꣄,த்4யான் கேர்
