bhartik,instead of
virodhkani,"adversely, contrarily"
upirkani,immensely
tee jato',in extra
dhakkad'i,threateningly
ho'llo',over
mughyamkani,"essentially, importantly"
antukani,finally
se'tlo',finally
phailavagani,"first rate, superbly"
mullo' mullo',for first time
phailakani,firstly
praarambakani,initially
pe'l'ibhissakani,actively
mookhukukani,"brutally, roughly"
vipareetkani vruddhukani prayikoolkani,contrary to
askaakus,"wholly, completely"
askakan,totally
askakan,entirely
askakan,"in toto, outright"
nemudhaanu,systematically
kiramakani,respectively
saamur,"before, in front"
mudul,beforehand
mullo',"before, in front"
sunyaas,"before, in front"
mundad'i,before
poorvatayarkani,In advance
te vat'kana,through
i to'kan,through
ashitaddhakani asamantukani,slacknessly
hal'l'u,slowly
hal'uhal'ukani,slowly
rhattadhaanu,Indeed really
hal'l'u,"slowly, low"
nhankhani,thinly
ko'mbulaka,softly
mit't'aapo'llamkani,unevenly
ho'lla ho'llaka pratyakshkani vyakyaratakani,apparently
angun,Besides/and/as well
tathaa,Besides/and/as well
uncho',"above, on"
hora,"above, on"
ho'llo',"above, on"
met'kani,greatly
shresht'hukani,greatly
unnatakani,greatly
askakani,totally
pooraakani,totally
poornukani,totally
moskani,badly
so'guskani vasayikani,"comfortably, conveniently"
vanchanakani,cunningly
tanturkani,cunningly
vatulkani,roundly
kramakani,in a row
vichaarka,regrettably
ve'kulka,regrettably
jhaina pokkani jaina pok,right side
tiyo'kan,spontaneously
po'leemkan,strongly
phirli,curvedly
vat'ke'kani raptakani,usually
nhinaavukani,slipperly
sukke'yakani sukke'kani,Dryly / by drought
kuroorkani,violently
so'o't'naattak,persistently
vidamvidamkani bahuvidakan,different types
d'aambeekamkani,pompously
vistaarakani,elaborately
bissaka,"fast, rapidly"
ivarkani vivarkani,in detail
te'kahaal te'lyakahaal,hence
viyardhakani,"wastely, vainly"
khelkani,vauntingly
paraakramakani,valiantly
dhairyukani,bravely
bandaakani aatmashlaaghakani,Self praising
avamaanka,shamelessly
alagga alagga dusra susrayakani,separately
hujaalkani,brightly
mo'nnu janto',openly
bharaat',"out, away"
jeegili,successfully
khalikani riktakani,barely
bisso',quickly
ve'd'ikkan,funnily
alagga,aloof
tusradhaanu,otherwise
ve'kulave'kulakani,differently
vairaagayukani,stubbornly
avko',laddle
bhavnas,kitchen
bhavnas,hearth
chullo',oven
jhayno',lid
and'o',big copper vessel for storing water
appud'aalu de'yd'o',a stone or wooden plank to prepare papad
appud'aalu ke't't'e',a rolar to prepare papad
pat'o',crushing stone
val'i,a vertical knife to cut vegetables
ho'gal,grinding stone
phalaaru hand'o',a vessal toprepare idli
phalaaru te't't'o',a plate like vessal to prepare idli
lho'kanu po'l'o',iron laddle
lho'kanu musal',iron pestle
muchal,pestle
siko',pot hanger
vistav,cinder
po'l'o',Sieve laddle
put't'allu havko',sieve laddle
anal,cinder
po'l'i,spoon
kho'l'che',soot
to'vli,earthern pot
de'gud'aa hand'i,stone pot
kailake'suru kho'vd'i,vegetable basket
pingani,a bowl
tamburamu bho'nno',a copper vessal for storing water
kho'lchaachullo',side oven
ko't'pai chullo',side oven
kaigi,a vessel
dhid'a haat,dosai laddle
de'se',a metal vessel
je'llat',sieve
nale'r chippo',Coconut shell
chippo' havko',a laddle made of coconut shell
bhunjunaa hand'i,frying pan
sud'o',"winnow,"
supd'o',"winnow,"
bhangud'av,"winnow,"
t'appo',"tin,"
te't't'o',plate
harvi,plate
chaki,dry grinder
hul'o',fire
vistav,fire
vinkal',fire
tivaape't'i,match box
chul'undu,spark of fire
mo'ttu,wooden pestle for stiring
naral'u turko',coconut grater
dhid'aa hand'i,pan to make dosa
pani vaap,"steam,"
kul'i hand'i,an iron pan to prepare a tiffin
bho'rani,jar
po'l'al'aa phut'ki,fruit basket
paatro',vessel
dhoom,smoke
lambu put't'i,vessel for making puttu
chhuri,pen knife
gusulatte' mo'ttu,Churning rod
ke't't'e' paatro',wooden vessel
te'ntulaa pil'naav,a vessel for preparing murukku
jakuno',lid
pe'lo',tumbler
boni,tumbler
je'llat',strainer
bhunchunaa hant'i,frying pan
vaarpunt'i,A big vessel
laikut'o',firewood
che'kkani,a big knife
kachaa paatro',a bronze vessal
vilaas,width
rundi,width
aakaar,size/ structure
hattu vartulo',hemisphere
samaantaru re'khaan,parallel lines
ungcho',height
go'l',"globe, round"
dhurul',cylinder
bhaar,weight
bho'rana,volume
ghanaakaar,cube
paai~ paridhi,Quadrant
kul'l'o',short
karno',diameter
shanku,cone
gol,sphere
chatur,square
chamachatur,cube
tiryak aakaar,slant
aayata aakaar,rectangle
le'mbo',length
laam,length
kri'ruga chaayat,prism
pirimaan,dimension
de'l',stoutness
theenkonultrikon,triangle
ant'aakaar,oval shape
aakaar,shape
rucci,Taste
rucci paakun,Taste
rucci hoye,"Tasty, Delecious"
ambaT,"Sour, Leaven"
kasni,Astringent
pushLo,Astringent
ogur,Astringent
guLLe,Sweet
kheruT,Salt
koDu,Bitter
tikke,Pungent
khaar,"Pungent, Spicy"
komman,Taste of unfermented curd
kenar,Rancid
ticcan,Tasteless
baddu,Grocery
anggiDi,"Shop, Store"
pontu,"Shop, Store"
bhaNDaar,"Store, Godown"
paNo,Commodity
paNaayi,"Market, Bazaar"
haTo,"Market, Bazaar"
haaTi,"Market, Bazaar"
saat,"Market, Bazaar"
vipaNi,Market street
dOvu,"Big market, Mall, Store"
dheTo / dheDo,"Scale, Balance, Weighing Machine"
naraci / naraaji,"Scale, Balance, Weighing Machine"
jOk,"Scale, Balance, Weighing Machine"
haLvo,Light (in weight)
cislo / chislo,Grocery
rastu,Materials
tastun,Goods
lindu,Account
saaL,Paddy
tandu,Rice
kastandu,Raw Rice
huTotandu,Boiled Rice
hustandu,Boiled rice
nibbari,Rye Grain
saabudaano,Sago
kenni,Rice Granule
peraal,Puffed rice
lasni,Puffed rice
borkkul,Puffed rice
aTkul,Flattened Rice
cipTo,Flattened Rice
koNDo,Bran
unggo,Husk
duso,Husk
ghOma tandu,Wheat
ghOmu,Wheat
phOmu,Semolina
ssevyo,Vermicelli
phonninjcenno,"Maise, Maize, Corn"
jhoLLo,Millet
rhaki,Finger millet
daal,Lentil
beLo,Lentils
cenno,"Pulses such as Chickpeas, Peas, Beans"
kennun,"Grains, Cereals"
ssimbu,"Grains, Cereals"
sasyo,"Grains, Cereals"
thOru beLo,Red Gram
uDit,Black gram (with skin)
uDidu beLo,Black Gram
niLamu beLo,Green Gram
ssilam,"Moong gram, Moong dal"
kaccennaa beLo,Bengal Gram
dhOru,Bengal gram
vaTaaNi,Pea
cenno,Fried Gram
hujaal kaccenno,Chickpeas
kaLo kaccenno,Black Chickpeas
bhuynjcenno,"Groundnut, Ground Nut, Peanut"
kennu,White Lima Beans
covLo,"Red cowpea, Black-eyed pea"
deLi / deLe peeT,Gram flour
kaccennaa peeT,Gram flour
tEl,Oil
cOTtEl,Gingerly Oil
kaDalatEl,Groundnut Oil
narelutoop,Coconut oil
nalartEl,Coconut Oil
andem,Castor Oil
keshan,Oil cake
pEN,Oil cake
ghano,Oil Expeller
peNghano,Oil Expeller
meeT,Salt
cees,Tamarind
sekkar,Sugar
suro,White candy sugar
guLLu,"Coconut palm sugar, Jaggery"
accu guLLu,Boxed Jaggery
taaDi guLLu,Palm Jaggery
hinggu,Asafoetida
jiro,Cumin
mhoDojiro,Fennel
eeru,Fennel
phumpu,Anise
mitti,Fenugreek
teek,Red chilli
tikno,Red chilli
teeL,Black sesame
pheeL,White sesame seed
kuLit,Horse gram
mhuri,Mustard
miri,Pepper
halat,Turmeric
dhaayi,Coriander seed
dhane,Coriander seed
cinggLo,Cashew nut
kismis,Raisin
eLo,Cardamom
lomphool,Clove
lavanggo,Cinnamon
sigaay,Shikakai Acacia
sserki,Cotton seed
gulugunjji,Rosary Pea
soNTi / somTi,Dried Ginger
pimpaL,Long pepper
jeshTimatu,Licorice
raasnu,Lesser Galangal
dumbaraashTu,Greater Galangal
hegaN,"Calamus, Sweet flag"
akraar,Akarkara Root
paaThassaalo,School
huri,School
indu,School
poLTam,School
hoLTaa huri,Veranda School
baalahuri,Play / Pre Nursery School
pillalnu huri,Kindergarten / Nursery School
harmba star huri,Elementary / Primary School
madya star huri,High School
unjcaa star huri,Higher Secondary School
tantranjaan vidyaalayo,Polytechnique
mahaa vidyaalayo,College
abhiyaantrik vidyaalayo,Engineering College
kalaa & vinjaan vidyaalayo,Arts & Science College
sarvakalaa vidyaalayo,University
vissva vidyaalayo,University
pustakassaalo,Library
vaacakassaalo,Library
ssikshako,Teacher
oddi,Teacher
vaddi,Teacher
upaadhyaayo,Male teacher
upaadhyaayi,Female teacher
mahaa oddi,Professor
ssikshaNo,Tuition
ssikkaDni,"Teaching, Instruction"
alaggo ssikkaDni,Tuition
ssigDo,"Learner, Student"
iklo,Student
ssikaar,Student
maaNav,Student
suTaboTTo,Uniform
oNTTE dhaanu,Uniform
avaaru,Hostel
eegu,"Education, Study"
igatte,"Learning, Reading"
igattenu,"Learner, Reader"
eevi,Study
iklo,"Learner, Student"
covdunaarun,Students
vidyo,Education
ceaavdu,"Education, Study"
covdudhere,Educational
njaan,Knowledge
hoDvini,Development
orgu,"Class, Grade"
vargu,"Class, Grade"
vargu singgayt,"Classmate, Class mate"
paThan,Lesson
gadyo,Prose
padyam,Poetry
kavito,Poem
paThini,Reading
arttu,Meaning
arthu,Means
arttunhaatta,Meaningless
kuNTu,Error
montu,Error
mittama,With Error
tiritam,"Correction, Debugging"
pusaav / pusni,Question
javaab / javni,Answer
ongku,Number
likkini,Letter
akshar,Letter
juDi,Word
vatto,Word
pangti,Line
puTo,Page
oso,Page
pustaku,Book
bogku,Book
poti,"Book, Booklet"
paaThakramo,Syllabus
grantu,"Book, Article"
peeThiko,"Preface, Preamble"
soociko,Index
vishaya soociko,Index
vishayam,Topic
sseershak,"Title, Heading, Header"
adhyaayam,Chapter
racano keratte,Composing
lEkhu,Letter
vattaa bhandini,Composition
aksharsanggi,Spell
vattaaksharnu,Spelling
nirastu,Pronounced hurriedly
ssilaa polko,Slate
ssilaa khaTTi,Slate Pencil
koTni,Slate-pencil
baulam,"Slate rock, Slate pencil"
sai,Ink
sainiTi,Ink bottle
liklaaNi,Iron Stylus
suri,Iron Stylus
taaLu paan,Palm leaf (used for writing)
dincari,Notebook
saugnja,Note
liklo,Pen
peyno,Pen
cagaraal,Signature
haatakshar,Signature
bettam,"Cane, Rattan"
dumaD,"Exercise, Training, Practice"
abhyaas,"Exercise, Training, Practice"
kerisani,"Practical, Recipe"
kerisani varNano,Practical description
ghErabhyaas,Homework
ssEk,Class work
manano,Memorization
manana keratte,Memorising
pantu,Competition
mantu,Competition
puraskaar,Award
mampu,Stipend
pareeksho,Examination
ottaDi thovni,"Postpone, Debarment"
dobbi thovni,"Postpone, Debarment"
langgatte,"Pass, Cross"
pramaaNpatro,Certificate
jEmu,"Gift, Reward, Prize"
dastu,Fee
vidyaavi,Educated
giriDi,"Game, Sports, Play"
khEL,"Game, Sports, Play"
sootram,Formula
caalu,History
caritam,History
caritru,History
ssastra vidyo,"Study of Arms, Weapons and Tools"
ssaastra vidyo,Study of Science
saahityo,Literature
rasaayano,Chemicals
rasassaalo,Laboratory
kalo,"Art, Arts"
vinjaan,Science
gaNita ssaastro,"Maths, Mathematics"
bhautika ssaastro,Physics
rasaayana ssaastro,Chemistry
vanaspatinu ssaastro,Botony
moogunu ssaastro,Zoology
jeevunu ssaastro,Biology
vivarunu ssaastro,Informatics
jeevu vivarunu ssaastro,Bioinformatics
oDuvam,Sacred thread wearing function
jenjjem,Sacred thread
sauNaal,Sacred thread Renewal Day
praamobeDki,"Girlfriend, Lovergirl, Lover girl"
praamobeDko,"Boyfriend, Loverboy, Lover boy"
prEmi,"Lover, Darling, Loverboy, Lovergirl"
"jarkem paan, paan","Horoscope, Birth Chart"
"cercci saa, cercci savo",Match
cerni,"Match, Compatible"
cerni nhinaa,"Mismatch, Incompatible"
ceray,"Will match, Compatible, Applicable"
cernaa,"Will not match, Mismatch, Incompatible, Not applicable"
cerattisaa,"Compatible, Applicable, Apt"
cernaattisaa,"Incompatible, Not applicable"
nigu,"Finalize, Confirm"
gheTTiviDo,"Betrothal, Engagement"
gheTTikere novro,"Fiance, Fiancé"
gheTTikere novri,"Fiancee, Fiancée"
devlay,Matrimonial relationship
dEshannav,Token Betrothal
devukaas,"Day before marriage, Eve of marriage"
peraNDam,Sumangali Puja
bhaulaas,Lineage briefing
mahaal,"Hall, Auditorium"
moNDav,"Hall, Auditorium"
horaaDu moNDav,"Wedding hall, Marriage hall"
mauDo,Coconut leaf awning
toraN,Leaf Hanging
khaambu,"Pillar, Post"
pattirikke,Invitation
novro,"Groom, Bridegroom"
novri,Bride
nastiyaan,Bridegroom's friend
aTpi,Bride's Friend
dorimboTTu,"Holy Thread, Mangal Sutra"
paaynj minjji,Toe ring worn by married women
dhoNDo,Drums
nasuraal,"Indian Wind Instrument, Nagaswaram, Nathaswaram"
ghingkam,Cymbal
horaaD,"Marriage, Wedding"
leyn,"Marriage, Wedding"
lekin,"Marriage, Wedding"
aassirvaad,Blessings
badulo,Pit dug out in the ground for keeping sacrificial fire
varttu,Marriage ritual game - Coconut rolling
bhavani,Procession
cuTTu,Procession
oraat cuTTu,New wed couple's one night procession
miyaaro,"Presents to a married girl, Method"
muhoorttu,Auspicious Time
rhaven,Staying as a guest
phovno,Guest
jeman,"Feast, Party"
joman,"Feast, Party"
ujjeman,Grand Feast
sijjeman,Eating leftover
ssinjjeman,Eating leftover food
kennal,Marriage contribution (Cash)
ssigram,Marriage gift (Utensil)
viDo,"Paan, Betal leaf rolled with areca nuts, distributed at marriage function"
caturviTeaa,"Betel, areca nuts distributed at marriage function"
phalaar,Sweets and Snacks offered after marriage
sambhOgam,Sexual intercourse
maithunam,Sexual intercourse
miLni,Sexual intercourse
mosko,Morning sickness
ghevraar,Pregnancy
ghevrarin,"Pregnant lady, Pregnant woman"
gherpin,"Pregnant lady, Pregnant woman"
pallini,"Pregnant lady, Pregnant woman"
garbhiNee,"Pregnant lady, Pregnant woman"
vesani,Fullfilling Vow at the 5th month of Pregnancy
saat mhaDo,Baby Shower
kaino phiraDNi,Baby shower
hovTi bhovratte,Baby Shower / Godh Bharai
dhovlaa joman,5 day feast given by in-laws after baby shower
jarkyam,"Delivery, Giving birth"
baLTin,Postnatal Mother
sudi thovlatte,Thumb-sucking
seTTi,Naming ceremony
paLLo,Cloth cradle
hindalatte,Rock the cradle
laali,Lullaby
ghoNaam ghoNi,Baby crawling
jovaL heDatte,A ritual in which baby's hair near ear is offered to God
kaan mindatte,Ear piercing
sEl,Mischief
vorsu dinnu,Anniversary
pette,"Nuclear family, Seperate family"
saaTTu horaaD,Wedding on 60th birthday
asseeti horaaD,Wedding on 80th birthday
horaaD tuTTini,Divorce
jhaaDunu bhaagun,Tree parts
bhoNam,Part
vittu,Seed
eemu,Seed
bee,Seed
beeg,Seed
kaccambaa beek,Mango seed
"cinciri, cinjjiri",Tamarind Seed
happaL,"Betel Nut, Arecanut"
taaLu beeju,Palmyra seed
dallanggu,Male palmyra seed
serki,Cotton seed
keLi,Bud
moLko,Bud
cigur,Bud
mooL,Root
oDaavuDal,Prop or Aerial roots of Banyan Tree
khaal jhaaDu,Tree bottom
dET,"Stem, Stalk"
toNmo,"Stem, Stalk"
olo,Tender twig / shoot
keLin,Blossom
phool,Flower
pulatte,Blooming
visinjjini,"Flowering, Blossoming"
keLaaphool,Ylang-ylang
kinsuphool,Screwpine
mOthuphool,Screw Pine
kEdu,Screw Pine
khumbaapool,Leucas Aspera-Flower
sompe,Champak flower
vallari,Bouquet
guco,"Bouquet, Bunch"
rEk,Petal
neramu,Vein
paan,Leaf
leempaan,Neem leaf
neem paan,Neem leaf
kurttupaan,Palm leaf
taaLu paan,Palm leaf
ssaakhu,"Branch, Bough, Bark"
saago,"Branch, Bough, Bark"
kommo,Branch
rundatte,Branch spread
jhaaDu poTTo,Bark
ssipu,Tree trunk
khOs,Stump
gheer,Deep
moos,Bottom
tOs,Top
cupTo,Cotton
"kapus, kabus",Cotton
candi,Silk Cotton
busko,Waste yarn
buso,Shell
kElu tOmu,Banana Bunch
nareLu tOmu,Coconut flower
moTTo,"Coconut bat, Petiole"
phEpu,"Coconut bat, Petiole"
phEvu,Coconut flower spathe
khuri,Coconut shell
vaalu,Coconut husk
kaunal pani,Tender Coconut water
nareLu phEpu,Coconut husk
nareLbeLo,Coconut Fruit
nareLu kOru,Coconut seedling
nareLu ghOlu,Bunch of coconuts
mOku,Coconut sapling
dhEku,Coconut seedling
dhaaru,Coconut bud
kaaNDu,"Rachis, Stem of a leaf"
paruDo,Coconut fronds
paruNDo,Woven coconut leaves
paraNDo,Dried Coconut Leaf
chEvu,Woven coconut leaves
boor,Palm leaf rope
gOn,Coir
tEmu,Coconut sap
ssekke,Waste fibre
phippi,Dust particles
vruddi,Growing up
aLo,Garden plot
khaTo,Thorn
polko,"Wood, Board"
dhumTo,"Wood, Staff, Stick"
keTTe,Stick
jiDDu,Resin
lairas,Germinated
ssiratte,Shedding
lalatte,Shedding
juNan nikulai,Starts bearing fruit
kailo lainaa,Will not yield fruit
neeDo,Shadow
chailo,Shadow
murgyam khEs,Wig made of human hair
kuccu,"Tassel, A decorative item like a cloth ball"
bhoosho,"Jewel, Jewelry"
sommu,"Jewel, Jewelry"
bhoosun,"Ornament, Jewelry"
aabharaNo,"Ornament, Jewelry"
jeDbuLo,Bridal Hair Jewelry
toran,Hair Brooch Clip
suritu bindu,Sun shaped hair jewel
cendaamu bindu,Moon crescent shaped hair jewel
bindi,Beauty mark
pimbaLam,Forehead Jewel
mirkaan,Side Ear chain
tavnaT,"Ear Stud, Earring"
tarmaD,"Ear Stud, Earring"
sore,Stud's stem
billo,Washer
tirkkaNi,Stud's screw
saalu kundaLam,Ear Stud worn by Kids
kundaLam,Ear Stud worn by Women
pongguLo,Ear Stud worn by Men
jhungkaL,Fancy Ear drops
naakutaLo,Nose Stud
mukkur,Old fashioned Nose Stud
billaakku,Nose Pendant
bEstiri,Nose Stud
gejjel,Necklace
aDgyal,Necklace
deNDo,Chain
saraD,Chain with red stone
haaram,Golden garland
vanggi,Gold upper armband
namuttu,Gold lower armband
kaino,Bangles
kenggaN,"Wrist String, Bracelet"
keduro,Waist Thread
gahatirin,Hip ornament for Girl child
lecce,Talisman
muddi,Ring
modi,Pearl
binduLo,"Ankle String, Bracelet"
dhagiri,Musical Anklet
andel,Anklet
gosul,Anklet
ceympaTTe,Anklet
minjji,Toe ring worn by married women
addam,Mirror
dObu,Mirror
dauNo,Mirror
doLaa addam,"Specs, Spectacles"
chasmo,"Specs, Spectacles"
phonni,Comb
phonno,Robi Comb
caat,Scratching rod
boTTu,"Bindi, Sindoor, Kumkum"
avto,Turmeric tilak
bhoraNi,"Small round box, Casket"
samsuDo,"Ornament Box, Cosmetic case"
samsulaapeTi,"Ornament Box, Cosmetic case"
kajal,"Eye Liner, Eyeliner"
monni,Bead
kautu,"Decoration, Make up"
kautuka vastu,"Decorative Items, Make up Items, Cosmetics"
kOn,Who
mee,Me
too,You
ami,We
tumi,You
eno,"He, She"
teno,"He, She"
tentenu,Everyone
enu,"He, They"
tenu,"He, They"
askitenu,Everyone
konnitenu,"No one, Nobody"
kOnti,Someone
okkokko,Every
sava,All
aski,"All, Everything"
pooraa,"All, Everything"
askiyo,Everything
ikkooyo,All this
asko,"Absolutely, Altogether, Totally, Completely, Entirely"
pooraak,"Absolutely, Altogether, Totally, Completely, Entirely"
konni,"Nobody, Nothing"
konji,"Nobody, Nothing"
konni nhee,"None, Nothing"
konni nhaa,"None, Nothing"
dusa,Any other
dusure,"Other, Else, Some other"
dusro,"Other, Else, Some other"
sEtte,Am
sE,Are
sE,"Is, Has, Have"
nhee,"Do not have, Does not have, Has no, Have no"
nhee,"Am not, Is not, Was not, Were not"
nhee,"No, Nope"
"nhaa, nhaanaa",Not
nhinaatto,Without
"nhaatto, nhaattak",Without
vinaa,Without
hodes,"Was, Had"
rhaa,Be
rhaatte,Being
rhaay,(it) Will be
rhavu,(I) Will be
rhaan,(They) Will be
rhave,(We) Will be
rhavaay,May be
rhaanaa,"May not be, Will not be"
rhavaanaa,Can not be
rhaattak musunaa,Can not be
rhaattak,To be
rhaatto,To be
rhaando,Let it be
rhato,While being
hOndo,"So be it, Ok, Okey, Okay"
hOy,"Will happen, Going to happen, Would happen"
hOnaa,"Should not, Will not"
kolle,Which
elle,"This, These"
telle,"It, That, Those"
more,My
tore,Your
toro,Your
avre,Our
ture,Your
amre,Our
auro,Our
"apul, apulyo",Own
apul,"His / Her, One's own, Own"
apulaan,"Their, Their own"
aplaanum,"By itself, Within itself / themselves"
konggo(k),"To Who(m), Whom"
mogo,Me
togo,To you
avnggo,Us
tunggo,To you
ego,"To him, To her, Him, Her"
tego,"To him, To her, Him, Her"
enggo,To them
tenggo,To those
oNTetenggo,To someone
askitenggo,To everyone
kongkiku,"Nobody, To Nobody"
kollego,Which one
ellego,For this one
tellego,For that one
tegovucci,For that
konggo dheri,About whom
mogo dheri,About me
togo dheri,About you
avnggo dheri,About us
tunggo dheri,About you
ego dheri,About him / her
tego dheri,About him / her
enggo dheri,About them
tenggo dheri,About those
oNTetenggo dheri,About someone
askitenggo dheri,About everyone
kollego dheri,About what
ellego dheri,About this
tellego dheri,About that
konggayo,Whose
morayo,Mine
torayo,Yours
avrayo,Ours
turayo,Yours
egayo,"His, Hers"
tegayo,"His, Hers"
enggoyo,Theirs
tenggoyo,Theirs
askitenggoyo,Everybody's
kollegoyo,Whose
ellegoyo,Its
tellagoyo,Its
konggohaal,"By Whom, Because of whom"
morehaal,"By Me, Because of me"
torehaal,"By you, Because of you"
avrehaal,"By Us, Because of us"
turehaal,"By you, Because of you"
egohaal,"By Him / Her, Because of Him / Her"
tegohaal,"By Him / Her, Because of Him / Her"
enggohaal,"By Them, Because of them"
tenggohaal,"By Them, Because of them"
askitenggahaal,"By Everyone / All, Because of Everyone / All"
kollegohaal,"By Which, Because of which"
ellegohaal,"By This, Because of this"
tellegohaal,"By That, Because of that"
tEkan,By itself
kaay,What
kaayO,What
kago,Why
elyo,This one
isani,Like this
tisani,Like that
kisani,How
aso,Like that
iso,"Like this, Thus"
tiso,Like that
kiso,How
"kOno, kOnak",How
ikko,This much
tikko,That much
kikko,How much
itkav / ikkav,This much / So much
titkav / tikkav,That much / More
kitkav / kikkav,How much
itkaye / ikkaye,"This many, So much"
titkaye / tikkaye,That many
kitkaye / kikkaye,How many
elleT,Here
telleT,There
kolleT,Where
ET,Here
tET,There
kOT,Where
kOTtET,Everywhere
koTTi,"Nowhere, Anywhere"
koTTim,"Nowhere, Anywhere"
"kOTTi, kOTdi","Somewhere, Elsewhere"
dusuro kOT,Where else
dusura koTTi,Nowhere else
dusuro kOTdi,"Somewhere else, Elsewhere"
askitET,Everywhere
tettET,"Sporadic, Here and there"
engguT,That side
tengguT,This side
kongguT,Which side
emaam,In this
temaam,In that
komaam,In Which
kayki,Something
kayki oNTe,Something
kayti,"Something, Anything, Any"
kayti oNTe,Something
kaayti,"Something, Anything, Any"
"kaayti oNTe, kOne oNTe","Something, Anything"
kOnadi,"By any means, Anyways, Somehow"
konakki,Somehow
"kaay payet, kaay nhaa","Whatever, Anything"
"kOT payet, kOT nhaa","Wherever, Anywhere"
kOna nhaa,However
"kOn payet, kOn nhaa","Anyone, Anybody, Whomever, Whoever"
kOndi,"Someone, Somebody, Anyone"
"konggo payet, konggo nhaa","Whomever, Whoever"
"kolle payet, kOne payet","Whichever, Anything"
"khobbo payet, khobbo nhaa","Whenever, Anytime"
kongkodi,"Somebody, Someone, To Someone, For Somebody"
kokkodi,"To Something, For Something"
konkee,Someone
koTkee,Somewhere
lento,Due to
lenggo,Due to
thevDo,Some
thevDe,"Some, Few"
kurci,For
kin,And
elle mello nhaa,Nor
meki,But
nheejiyet,Or
anggu,"Yet, Still"
haali,So
meni,"So, That"
"menti, mentin","That, For, Just because"
dee temaam oNTe,Either
diyyo,Neither
hoyat,"If, But"
menet,If
oNTe,"One, Only"
nisto,"Only, Just, Mere"
hoyet / rhiyet oNTe,Only if
"oNTEs, see",Only
maatram,Only
keddi,Only
koddi,Only
senggaaDi,"With, By"
senggo,Along
ssento,With
sermaaT,With
seraaT,With
sero,With
mello,"Also, Even, Too"
meLLi,"Also, Even, Too"
meLaatuku,"Also, Even, Too"
meLo,"Also, Even, Too"
mento,means
hoyet mello,"Even though, Although, Still"
rhiyet mello,Though
etmeLLi,But still
vEnggu,"Right away, Straight away, As Soon as, Immediately"
tikkaam,"By then, Straight away, Immediately"
kago menet,Because
sEtte haal,Because
tegohaal,"Therefore, So"
teka haal,With it
haal,"By, Because of"
logutto,Near
sovaTu,Near
anusaar,According to
nommi,Depend
taye dhaanuk,Depending on
dhaanuk,"Like that, As per, Accordingly"
hOnuk,"As, That, Viz., That is"
sOn,Like that
telle dhaanuk,"Similarly, Likewise"
hOrceDi,"Further, Above"
hollo,"Further, Besides, Additional, Extra"
juggu,Plenty
vEn,"Much, A lot"
jhugu,"Many, Much, More"
jhukku,"Most, A lot"
jhuguvEn,Too much
vEnjhukku,Too much
jhukkukan,Mostly
ramaarami,"Almost, Approximately, Average"
hOru hOru,"Again and Again, Often, Frequent"
unneaaubir,"More or less, Plus or minus"
oNTEsko,"Together, At once"
ceri,"Together, Along with"
sadaakalam,Forever
"oNToNTe, oNToNTo","Every, Each one"
oNTaal,"One time, Once"
oNTaal di,At least once
oNTTaal mello,Never
ovELum,Never
vaaTkan,Through
ateetam,"Extreme, Intensive"
parama,Extremely
hOttak,"To happen, To take place"
dheri,"About, Regarding"
tokan,From
rhee,"From, Since"
vEL rhee,Since
tOn rhee,For
lentu,"To, Till, Until, Upto"
eveL lentu,"Until, Yet, Still"
lovlaam,Within
jato jato,Went on
avto avto,"Lately, Of late, Recently"
avraam ami,"Among us, Within us"
rovvaam rovvo,"At least, To some extent"
rovvo rovvo,Little by little
oLo,Little
oLotiLo,A little
oLOku,A little
rOmko,"Somewhat, A little"
tOt poDet,If get a chance
okavEL,"In Case, Suppose"
mudullOs,"Already, In advance"
kingke,How can
toppitori,"By chance, In case"
unno poDayo,"Minimum, At least"
bhaanjcan,Exclamatory word
hiddi,"Very small, Minute, Little bit"
isno,"Very small, Tiny, Little"
teeLukko,"Much little than sesame, Very little, Tiny"
avasyam,"Must, Necessary"
adyaavasyam,Essential
anaavasyam,"Unwanted, Unnecessary"
athavaa,However
addiku,Abundantly
EThaam,At / In this place
kai,Nothing
kokolento,Why
kOnlenggu,How long?
tekalenta,"Till then, Until then"
"siyen, avus",Bye
jiyen,Let's go
jiyenyaa ?,Shall we go ?
tye,That
phala,Later
bhiLLo,"Better, Great"
bhove,"Many, Numinous"
vinEka,"Apart, Apart from, Except, Excluding, Other than"
jata,"Apart, Apart from, Except, Excluding, Other than"
jato,"Apart, Apart from, Except, Excluding, Other than"
urEkati,"Apart, Apart from, Except, Excluding, Other than"
vekuLo,Different
san,"Noble, Topnotch, Excellent"
su,"Nice, Fine, Good, Best, Beauty"
saammu,In front
suTam,"Consistent, Steady"
suhaas,"Slowness, Soft"
uuDo,Between
aDDam,"Across, Interference, Hurdle"
aDDamaDDam,Intermittantly
mhaddi,Centre
mhajaar,Center
jajjaa,Go go
keru,"Will do, Will"
kernaa,"Won't, Wont, Will not, Will not do"
hO,Hi
ahO,Hey
varaamaan,Weather
hoon,Sunny
hoonhaLat,Evening sunlight
mEgh,Cloud
ciNuk,Drizzle
cingkul,Drizzle
seegal,Drizzle
povs,Rain
povsu pani,Rain water
jhanjju,"Torrential rain, Heavy rain, Thunderstorm, Thunder storm"
osaaT,Splashing of rainwater
karko,Hailstone
