source,target
ꢒꢗ꣄ꢗꢪ꣄ꢨꢵ ꢨꣁꢳ꣄ꢳꣁ,kachchambaa bo'l'l'o'
ꢪꢸꢥ꣄ꢡꢶꢬꢶ,muntiri
ꢪꢸꢥ꣄ꢡꢶꢬꢶꢒ꣄ ꢒꣁꢜ꣄ꢜꢾ,muntirik ko't't'e'
ꢒꢾꢳꣁ,ke'l'o'
ꢮꢳ꣄ꢒꢵ ꢦꣁꢳ꣄ꢳꣁ,val'kaa po'l'l'o'
ꢂꢨ꣄ꢨꢸꢥꢵ,abbunaa
ꢙꢸꢠ꣄ꢠꢵ,junnaa
ꢂꢨ꣄ꢨꢫ꣄,abbay
ꢙꢸꢞꣀ,jud'ai
ꢥꢴꢷ,nhee
ꢒꢳꢵꢥꢵ,kal'aanaa
ꢒꢳꢵꢫ꣄,kal'aay
ꢏꢦ꣄ꢦꢵꢥꢵ,o'ppaanaa
ꢏꢦ꣄ꢦꢵꢫ꣄,o'ppaay
ꢮꢶꢮꢬ꣄ꢦꣁꢠ꣄ꢠꢵ,vivarpo'nnaa
ꢮꢶꢮꢬ꣄ꢦꣁꢞꢫ꣄,vivarpo'd'ay
ꢧꢸꢬ꣄ꢥꢵ,phurnaa
ꢧꢸꢬꢫ꣄,phuray
ꢪꢸꢱꢸꢥꢵ,musunaa
ꢯꢾꢒ꣄ꢒꢸꢥꢵ,she'kkunaa
ꢪꢸꢱꢫ꣄,musay
ꢯꢾꢒ꣄ꢒꢫ꣄,she'kkay
ꢥꣁꢒ꣄ꢒꣁ,no'kko'
ꢦꢙꢾꢥꢴꢷ,paje'nhee
ꢦꢙꢾ,paje'
ꢚꢸꢭ꣄,jhul
ꢗꢶꢔ꣄ꢭꣁ,chiglo'
ꢱꢪ꣄ꢗꢳꢶ,samchal'i
ꢱꢱꢬ꣄ꢦꢵꢛ꣄ꢚꢸꢭ꣄,sasarpaanjhul
ꢔꣁꢬꢸ ꢒꢵꢥꢸꢪ꣄ ꢒꢶꢞꣁ,go'ru kaanum kid'o'
ꢆꢱꢸ ꢆꢱꢵꢭꢾ,usu usaale'
ꢚꢸꢬꢸ,jhuru
ꢪꢸꢖ꣄ꢔꢶ,mungi
ꢲꢸꢥ꣄ꢣꢶꢬ꣄,hundir
ꢱꢬꢳ꣄,saral'
ꢔꢥ꣄ꢤꣁꢭꢶ,gandho'li
ꢔꢾꢥ꣄ꢤꢭ꣄,ge'ndhal
ꢒꢖ꣄ꢒꢶꢞꣁ,kankid'o'
ꢨꢥ꣄ꢣꣁ,bando'
ꢲꢸꢡꢶ,huti
ꢒꢺꢪꢶ,kri'mi
ꢥꢸꢔꢸꢭ꣄,nugul
ꢥꢒꢸꢭ꣄,nakul
ꢱꢾꢛ꣄ꢙꢶꢮ꣄,se'njiv
ꢦꢶꢱꢸꢳꣁ,pisul'o'
ꢪꣃꢞꢶ,maud'i
ꢭꢴꣁꢮ꣄ꢮ ꢪꢸꢖ꣄ꢒꢶ,lho'vva munki
ꢆꢥ꣄ꢣꢶꢬ꣄,undir
ꢒꢸꢜ꣄ꢒꢶ,kut'ki
ꢱꢸꢠ꣄ꢞꢶ,sund'i
ꢩꢾꢬ꣄ꢒꢳꢶ,bhe'rkal'i
ꢩꢿꢭꢶ,bheli
ꢮꢶꢛ꣄ꢗꢸ,vinchu
ꢪꣀꢪꢴꢔꢶ,maimhagi
ꢔꢶꢱ꣄ꢳꣁ,gisl'o'
ꢔꣁꢬꢪ꣄ꢪꣁ,go'rammo'
ꢒꣃꢱ꣄ꢒꢶꢞꣁ,kauskid'o'
ꢦꢵꢭꣁ,paalo'
ꢱꢵꢦ꣄,saap
ꢂꢥ꣄ꢣꢸ,andu
ꢒꢶꢞꣁ,kid'o'
ꢑꢳꢶ,aul'i
ꢂꢨ꣄ꢨꢸ,abbu
ꢔꣂꢪ꣄ꢨꢾ,gombe'
ꢙꢹꢪ꣄,joom
ꢱꢶꢣ꣄ꢣꢜ꣄,siddat'
ꢙꢶꢙ꣄ꢙꢶꢭ꣄,jijjil
ꢤꢾꢔꢸꢥꣁ,dhe'guno'
ꢦꢶꢖ꣄ꢔꢸ ꢪꢸꢖ꣄ꢔꢶ,pingu mungi
ꢃꢳꢶ,aal'i
ꢢꣂꢳ꣄,thol'
ꢔꣁꢭ꣄ꢭꣁꢬ꣄,go'llo'r
ꢣꣁꢨ꣄ꢨꢶ,do'bbi
ꢙꢵ,jaa
ꢒꢹꢔ꣄,koog
ꢲꢿꢜ꣄,het'
ꢂꢖ꣄ꢔꢶꢒꢵꢬ꣄,angikaar
ꢲꢭ꣄ꢭꢵꢜ꣄,hallaat'
ꢆꢜ꣄ꢔꢵꢜ꣄,ut'gaat'
ꢆꢜ꣄ꢔꢶ,ut'gi
ꢲꢵꢥ꣄,haan
ꢭꢥ꣄ꢣꢶ,landi
ꢱꢾꢥ꣄ꢡꢶ,se'nti
ꢙꢷ ꢗꢿꢬ꣄,jee cher
ꢚꢵꢔꢶ,jhaagi
ꢆꢛBꢗꣁ ꢱꢵ,unyaBcho' saa
ꢕꢭ꣄ꢭꢾ,ghalle'
ꢧꢶꢬ꣄ꢭꢾ,phirle'
ꢪꢴꢮ꣄ꢭꢫꢶ ꢙꢵ,mhavlayi jaa
ꢪꢴꣃꢭꢶ,mhauli
ꢒꢨꢶꢭ꣄ꢭꢾ,kabille'
ꢭꢾꢔꢸꢡ꣄ꢡ ꢙꢵ,le'gutta jaa
ꢦꢬ꣄ꢮꢒꢿꢬ꣄,parvaker
ꢮꢿꢥ꣄ ꢒꢿꢬ꣄,ven ker
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸꢦꣂꢜ꣄,aachcharyupot'
ꢂꢣꢶꢬ꣄,adir
ꢂꢦ꣄ꢦꢶꢭꢾ,appile'
ꢚꢾꢜ꣄ꢦꢶꢭꢾ,jhe't'pile'
ꢱꣃꢔꢭ ꢒꢿꢬ꣄,saugala ker
ꢨꢷꢱ꣄,bees
ꢨꢹꢜ꣄,boot'
ꢨꢸꢣꢵꢜ꣄,budaat'
ꢂꢪ꣄ꢒꢶ,amki
ꢂꢪ꣄ꢒꢫꢶ ꢬꢴꢵ,amkayi rhaa
ꢱꢾꢥ꣄ꢡꢶ ꢢꣂꢮ꣄,se'nti thov
ꢱꢾꢥ꣄ꢡꢫꢶꢬꢴꢵ,se'ntayirhaa
ꢲꢹꢖ꣄ꢔꢶꢤꢹꢭ꣄,hoongidhool
ꢓꢮ꣄ꢙꢸꢭꢾ,khavjule'
ꢤꢵꢒ꣄ꢕꢵꢭ꣄,dhaakghaal
ꢨꢾꢣꢸꢬꢶ ꢦꣂꢜ꣄,be'duri pot'
ꢣꢸꢒ꣄ꢒꢸꢦꣁꢞ꣄ꢳꢾ,dukkupo'd'l'e'
ꢦ꣄ꢬꢵꢬ꣄ꢡꢥꣁꢒꢾꢬ꣄,praartano'ke'r
ꢦꢿ,pe
ꢧꢸꢭꢫꢶꢬꢴꢵ,phulayirhaa
ꢂꢫ꣄ꢫꢬꢮ꣄ ꢦꣁꢜ꣄,ayyarav po't'
ꢒ꣄ꢬꢸꢦꣁ ꢒꢾꢬ꣄,krupo' ke'r
ꢡꢾꢱꢫꢶ ꢦꣂꢜ꣄,te'sayi pot'
ꢭꢸꢨ꣄ꢨꢶ,lubbi
ꢂꢭꢖ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄,alankaar ker
ꢂꢭ꣄ꢗꢶ,alchi
ꢯ꣄꣄ꢭꢵꢕꢠꢒꢾꢬ꣄ꢭꢿ,shlaaghanake'rle
ꢤꢹꢮ꣄,dhoov
ꢩꢮꢵꢜ꣄ꢡꢵꢫ꣄,bhavaat'taay
ꢭꣂꢭ꣄ ꢦꣂꢜ꣄,lol pot'
ꢭꣂꢭ꣄ ꢦꣁꢞꢜ꣄,lol po'd'at'
ꢱꢶꢬꢳ꣄꣄ꢙꢵꢜ꣄,siral'jaat'
ꢥꢯꢶꢶꢥꢪ꣄ ꢲꣁ,nashiinam ho'
ꢥꢵꢯꢥꣁ ꢲꣁ,naashano' ho'
ꢥꢯꢶꢶꢥꢪ꣄ ꢒꢿꢬ꣄,nashiinam ker
ꢱꢶꢙ꣄ꢮꢶ,sijvi
ꢱꢶꢮ꣄ꢙꢶ,sivji
ꢱꣁꢮ꣄ꢞꢶ,so'vd'i
ꢬꣂꢜ꣄,rot'
ꢪꢸꢬ꣄ꢔꢶ,murgi
ꢪꢸꢬ꣄ꢔꢫꢶꢙꢵ,murgayijaa
ꢂꢪ꣄ꢒꢫꢶꢙꢵ,amkayijaa
ꢨꣂꢮ꣄,bov
ꢪꣂꢮ꣄,mov
ꢪꣁꢮ꣄ꢙꢶ,mo'vji
ꢣꢿ,de
ꢒꢮ꣄ꢭꢶ,kavli
ꢒꢳꣀꢭꢾ,kal'aile'
ꢒꢜꢫꢶꢙꢵ,kat'ayijaa
ꢒꢵꢜ꣄,kaat'
ꢕꢵꢪ꣄ ꢡꢵꢫ꣄,ghaam taay
ꢤꢵꢥꢸꢒ꣄ꢙꢵ,dhaanukjaa
ꢂꢥꢸꢱꢬꢶ,anusari
ꢤꢜ꣄ꢞꢾ,dhat'd'e'
ꢂꢥꢸꢨꢮꢶꢛ꣄ꢗꢶ,anubavinchi
ꢦꣁꢥ꣄ꢣꢶ,po'ndi
ꢇꢲꢪ꣄ ꢒꢿꢬ꣄,ooham ker
ꢃꢒ꣄ꢬꢪꣁ ꢒꢿꢬ꣄,aakramo' ker
ꢲꣁꢮꢵꢜ꣄,ho'vaat'
ꢲꣂ,ho
ꢃꢯꢶꢬ꣄ꢮꢵꢡ꣄ ꢒꢿꢬ꣄,aashirvaat ker
ꢃꢒ꣄ꢰꢿꢿꢦꢠꣁ ꢒꢿꢬ꣄,aaksheepano' ker
ꢲꢶꢥ꣄ꢣꢵꢳ꣄,hindaal'
ꢥꢵꢗ꣄,naach
ꢓꢵꢭ꣄,khaal
ꢃꢣꢬꣁ ꢒꢿꢬ꣄,aadaro' ker
ꢂꢣ꣄ꢣꢶꢥꢶ ꢣꢿ,addini de
ꢏꢦ꣄ꢦꢶꢭꢿ,o'ppile
ꢂꢬꢸꢪ꣄ꢦꢪ꣄ꢒꢾꢬ꣄,arumpamke'r
ꢬꢾꢗ꣄ꢗꣁꢡꢵꢫ꣄,re'chcho'taay
ꢣꢷꢬ꣄ꢡ꣄ꢡꢸꢨꢸꢞꢜ꣄,deerttubud'at'
ꢦꢬꢶꢯꣂꢤꢥꣁ ꢒꢿꢬ꣄,parishodhano' ker
ꢱꢾꢗ꣄ꢗꢶꢭꢿ,se'chchile
ꢨꢹꢞ꣄,bood'
ꢨꢸꢞ꣄ꢮꢶ,bud'vi
ꢱꣀꢱꢶ,saisi
ꢥꢶꢮꢵꢜ꣄,nivaat'
ꢥꢶꢮꢳ꣄ꢳꢾ,nival'l'e'
ꢤꢸꢮꢿꢰ꣄ ꢒꢿꢬ꣄,dhuvesh ker
ꢗꢾꢬꢶ ꢙꢵ,che'ri jaa
ꢱꢸꢡꢶ ꢡꢵꢫ꣄,suti taay
ꢢꢾꢜ꣄ꢒꢶ ꢦꣁꢜ꣄,the't'ki po't'
ꢦꢸꢜ꣄ꢜꢶ ꢦꣁꢜ꣄,put't'i po't'
ꢧꣁꢞꢶꢡꢵꢫ꣄,pho'd'itaay
ꢢꣂꢮ꣄,thov
ꢕꢳ꣄ꢳꢿ,ghal'l'e
ꢥꢾꢱ꣄ꢒꢶꢭꢶ ꢙꢵ,ne'skili jaa
ꢐꢬ꣄ꢦꢸꢒꢾꢬ꣄ꢭꢿ,orpuke'rle
ꢗꢿꢬ꣄,cher
ꢗꢾꢬ꣄ꢗ꣄ꢗꢶ,che'rchchi
ꢪꢶꢱ꣄ꢒꢶ,miski
ꢒꢵꢪ꣄ ꢒꢾꢬꢵꢜ꣄,kaam ke'raat'
ꢤꢪꢵꢜ꣄,dhamaat'
ꢒꢵꢪ꣄ ꢒꢿꢬ꣄,kaam ker
ꢤꢵꢪ꣄,dhaam
ꢱꢖ꣄ꢔꢶ,sangi
ꢪꢹꢱ꣄,moos
ꢆꢬꢸꢮ꣄ ꢒꢿꢬ꣄,uruv ker
ꢐꢬ꣄ꢦ꣄ꢦꢸ ꢒꢾꢬ꣄ꢭꢾ,orppu ke'rle'
ꢩꢷꢔ꣄ ꢪꢵꢫ꣄,bheeg maay
ꢣꢫꣁ ꢒꢿꢬ꣄,dayo' ker
ꢱꣁꢪ꣄ꢦꢸ ꢦꣁꢥ꣄ꢣꢶ,so'mpu po'ndi
ꢒꢨꢵꢜ꣄,kabaat'
ꢬꢒ꣄ꢰꢠꣁꢒꢿꢬ꣄,rakshano'ker
ꢣꢷꢮꢜꣁ ꢒꢿꢬ꣄,deevat'o' ker
ꢬꢴꢵ,rhaa
ꢲꢥ꣄ꢣꢵꢬ꣄ ꢦꣂꢜ꣄,handaar pot'
ꢬꢴꢮꢵꢜ꣄,rhavaat'
ꢕꣁꢮ꣄ꢭꢶ,gho'vli
ꢲꢥ꣄ꢣꢵꢬ꣄ꢒꢥ ꢶꢬꢴꢵ,handaarkana irhaa
ꢬꢵꢒ꣄ ꢂꢮꢳ꣄ꢳꢾ,raak aval'l'e'
ꢬꢵꢒ꣄ ꢂꢠ꣄ꢭꢿ,raak anle
ꢲꢾꢪ꣄ꢦꢶ,he'mpi
ꢙꢮꢳ꣄ꢳꢾ,javal'l'e'
ꢲꢸꢡ꣄ꢡꢶꢬ꣄,huttir
ꢆꢜ꣄ꢗꢶ,ut'chi
ꢓꢶꢛ꣄ꢗꢶ,khinchi
ꢤꢶꢭ꣄ꢭ ꢬꢴꢵ,dhilla rhaa
ꢒꣁꢪ꣄ꢨꢸꢭꢵꢩꢵꢮ꣄ ꢱꢾꢬ ꢬꢴꢵ,ko'mbulaabhaav se'ra rhaa
ꢡꢵꢡ꣄ꢒꢿꢬ꣄,taatker
ꢦꢳ꣄꣄ꢜꣁꢒꢿꢬ꣄,pal't'o'ker
ꢦꢳ꣄ꢜꣁꢲꣂ,pal't'o'ho
ꢣꢵꢡ꣄ꢣꢾꢒ꣄ꢒꢵꢜ꣄,daatde'kkaat'
ꢏꢜ꣄ꢗꢶ,o't'chi
ꢄꢬ꣄ꢒ꣄ꢒꢶ,irkki
ꢕꢾꢞꢶ ꢦꣂꢜ꣄,ghe'd'i pot'
ꢒꢾꢬꢸꢮ꣄ ꢦꣂꢜ꣄,ke'ruv pot'
ꢪꣂꢬ꣄,mor
ꢲꢹꢡ꣄ꢡꢸꢬꢵꢜ꣄,hootturaat'
ꢲꢹꢡ꣄ꢡꢶꢬ꣄,hoottir
ꢦꢾꢬ꣄ꢦ꣄ꢦꢶ,pe'rppi
ꢒꢾꢛ꣄ꢙꢶ,ke'nji
ꢔꢸꢳ꣄ꢳꢾ ꢬꢴꢵ,gul'l'e' rhaa
ꢙꣁꢞꢸꢛ꣄ꢗꢶ,jo'd'unchi
ꢙꢿꢥ꣄,jen
ꢱꢹꢓꢪ꣄ꢦꣁꢥ꣄ꢣꢶ,sookhampo'ndi
ꢣꣁꢳꢵꢪ꣄ ꢦꢥꢶ ꢱꣂꢜ꣄,do'l'aam pani sot'
ꢆꢗ꣄ꢗꢵꢬꢠꣁ ꢒꢿꢬ꣄,uchchaarano' ker
ꢲꢸꢞꢵꢜ꣄,hud'aat'
ꢄꢮꢬ꣄ ꢦꢸꢱꢶꢭꢾ,ivar pusile'
ꢧꢶꢭ꣄ꢭꢾ,phille'
ꢧꢸꢜ꣄ꢜꢶ ꢙꢵ,phut't'i jaa
ꢧꣂꢜ꣄,phot'
ꢓꢵ,khaa
ꢆꢡ꣄ꢦꢡ꣄ꢡꢶ ꢒꢿꢬ꣄,utpatti ker
ꢱꢹꢒ꣄ꢒꢵꢜ꣄,sookkaat'
ꢱꢹꢒ꣄ꢒꢶ ꢙꢵ,sookki jaa
ꢆꢥ꣄ꢳꢾ,unl'e'
ꢙꢥ꣄ꢭꢾ,janle'
ꢆꢥ꣄ꢥꢵꢜ꣄,unnaat'
ꢙꢥꢵꢜ꣄,janaat'
ꢱꢲꢵꢮ꣄ꢒꢿꢬ꣄,sahaavker
ꢮꢶꢭꢶꢛ꣄ꢗꢶ,vilinchi
ꢆꢛ꣄ꢗꣁ ꢃꢮ꣄,uncho' aav
ꢭꢵꢭ꣄,laal
ꢭꢵꢡ꣄,laat
ꢧꢸꢔ꣄ꢔꢶ,phuggi
ꢧꣁꢮ꣄ꢠꢦꢥ꣄ꢒꢿꢬ꣄,pho'vnapanker
ꢨꢸꢣ꣄ꢣꢶ ꢱꢖ꣄ꢔꢶ,buddi sangi
ꢮꢮ꣄ꢬꢶ,vavri
ꢆꢨꢫꣂꢒ꣄ ꢒꢿꢬ꣄,ubayok ker
ꢆꢛ꣄ꢗꣁ ꢡꢸꢒ꣄ꢒꢶ,uncho' tukki
ꢔꢿꢱ꣄,ges
ꢱꣁꢭꢫꢾ,so'laye'
ꢱꣂꢭ꣄,sol
ꢒꢾꢬ꣄ꢖ꣄ꢔꢵꢜ꣄,ke'rngaat'
ꢒꢾꢬꢸꢬ꣄ꢔꢾꢫ,ke'rurge'ya
ꢤꢸꢳꢵꢜ꣄,dhul'aat'
ꢬꢹꢦ꣄ ꢒꢾꢬ꣄ꢭꢾ,roop ke'rle'
ꢣꢹꢱ꣄,doos
ꢤꢹꢭ꣄,dhool
ꢔꢾꢱꢫꢫꣁ,ge'sayayo'
ꢮꢣꢫꣁ,vadayo'
ꢱꢹꢒ꣄ꢒꢶ,sookki
ꢆꢭꢵꢱ꣄ ꢒꢿꢬ꣄,ulaas ker
ꢲꢸꢭ꣄ꢦ꣄ꢦꢶ,hulppi
ꢲꢷꢭ꣄ꢦ꣄ꢦꢫꢶ ꢬꢴꢵ,heelppayi rhaa
ꢆꢭꢫꢶ ꢬꢴꢵ,ulayi rhaa
ꢆꢭꢫꢶ ꢙꢮꢵꢜ꣄,ulayi javaat'
ꢱꢵꢥ꣄ꢡꢶ,saanti
ꢡꣂꢡ꣄ ꢱꢵ,tot saa
ꢪꢷꢜ꣄ꢒꢥ꣄ ꢱꢿ,meet'kan se
ꢂꢞ꣄ꢞꢪ꣄ ꢦꣂꢜ꣄,ad'd'am pot'
ꢙꢸꢥ꣄ꢥꢶ,junni
ꢦꢵꢜ꣄ ꢦꣂꢜ꣄,paat' pot'
ꢂꢥꢬ꣄ꢡ꣄ꢡ ꢮꢵꢡ꣄ ꢒꢿꢬ꣄,anartta vaat ker
ꢒ꣄ꢰꢷꢠ꣄ ꢲꣁꢫꢶ ꢙꢵ,ksheen ho'yi jaa
ꢄꢥ꣄ꢒꢫꢶ ꢙꢵ,inkayi jaa
ꢣꢸꢒ꣄ꢒꢸ ꢦꣁꢥ꣄ꢣꢶ,dukku po'ndi
ꢥꢶꢛ꣄ꢙꢶ,ninji
ꢚꢸꢬ꣄,jhur
ꢗꢸꢠ꣄ꢜꢶ,chunt'i
ꢔꢾꢬ꣄ꢙꢥꣁ ꢒꢿꢬ꣄,ge'rjano' ker
ꢕꢾꢞꢶ ꢨꣂꢜ꣄,ghe'd'i bot'
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ ꢲꢶꢨ꣄ꢨꢶ,mo'nnum hibbi
ꢲꢞ꣄ꢮꢶ,had'vi
ꢤꣀꢬ꣄ꢫꢪ꣄ ꢣꢿ,dhairyam de
ꢓꢮꢵꢜ꣄,khavaat'
ꢥꢴꢥ꣄ ꢚꢾꢔꢸꢜꣁ,nhan jhe'gut'o'
ꢧꢹꢮ꣄,phoov
ꢚꢶꢬ꣄ꢒꢶ,jhirki
ꢱꣂꢜ꣄,sot'
ꢆꢡ꣄ꢙꢭ꣄ ꢲꣂ,utjal ho
ꢔꢵꢜ꣄,gaat'
ꢦꣂꢜ꣄ꢦꢣꢵꢳ꣄꣄ꢒꢾꢬ꣄ꢭꢿ,pot'padaal'ke'rle
ꢪꢶꢡꢪꢶꢛ꣄ꢗꢶ ꢙꢵ,mitaminchi jaa
ꢙꢵꢔ꣄ꢬꢡꢶ ꢒꢿꢬ꣄,jaagrati ker
ꢂꢥ꣄ꢣꢶ,andi
ꢙꢾꢫ꣄ ꢗꢿꢬ꣄,je'y cher
ꢓꢳ꣄ꢭꢾ,khal'le'
ꢓꢵꢜ꣄,khaat'
ꢫꢡ꣄ꢡꢥ꣄ ꢒꢿꢬ꣄,yattan ker
ꢡꢶꢬꢔ꣄ ꢲꢶꢨ꣄ꢨꢶ,tirag hibbi
ꢆꢱꢶꢭ꣄,usil
ꢨꢵꢠ꣄ ꢱꣂꢜ꣄,baan sot'
ꢙꢾꢳꢶ ꢙꢵ,je'l'i jaa
ꢲꢹꢜ꣄,hoot'
ꢭꢶꢒ꣄ꢒꢶ,likki
ꢭꢶꢓꢶ,likhi
ꢔꢾꢭ꣄ꢭꢭ꣄ ꢒꢿꢬ꣄,ge'llal ker
ꢮꢶꢱꢶꢬ꣄,visir
ꢲꢾꢡꣁ ꢦꣂꢜ꣄,he'to' pot'
ꢔꢵꢳ꣄꣄ꢞꢾ,gaal'd'e'
ꢤꢾꢬ꣄ꢭꢿ,dhe'rle
ꢌꢗ꣄ꢗꢵꢜ꣄,e'chchaat'
ꢲꢸꢖ꣄ꢔꢵꢜ꣄,hungaat'
ꢌꢗ꣄ꢗꢜ꣄ꢥꢶ ꢦꣂꢜ꣄,e'chchat'ni pot'
ꢲꢸꢖ꣄ꢔꢫꢶ ꢙꢵ,hungayi jaa
ꢤꢞ꣄ꢞꢾ,dhad'd'e'
ꢦ꣄ꢬꢒ꣄ꢰꢿꢦꢠꣁ ꢒꢿꢬ꣄,prakshepano' ker
ꢲꣁꢮꢥ꣄ ꢬꢴꢵ,ho'van rhaa
ꢲꢶꢖ꣄ꢔꢶ,hingi
ꢣꣁꢮ꣄ꢱꢶ,do'vsi
ꢪꢸꢜ꣄ꢜꢶꢬꢴꢵ,mut't'irhaa
ꢪꢸꢞ꣄ꢙꢵ,mud'jaa
ꢪꣂꢞ꣄,mod'
ꢆꢣ꣄ꢔꢵꢜ꣄,udgaat'
ꢆꢣ꣄ꢔꢶ,udgi
ꢃꢱ꣄ꢬꢫꢶꢭꢶ ꢬꢴꢵ,aasrayili rhaa
ꢮꢜ ꢒꢿꢬ꣄,vat'a ker
ꢐꢬ꣄ꢡꣁ ꢬꢴꢵ,orto' rhaa
ꢥꢷꢞꢪ꣄ ꢬꢴꢵ,need'am rhaa
ꢦꢵꢬꢵꢫꢠꣁ ꢒꢿꢬ꣄,paaraayano' ker
ꢧꢶꢬꢶꢧꢶꢬꢶ ꢪꢿꢥ꣄,phiriphiri men
ꢏꢦ꣄ꢦꢶꢭꢾ,o'ppile'
ꢐꢒ꣄ꢦꣁꢒꢸꢬ꣄ ꢥꢶꢛ꣄ꢗꢶ,okpo'kur ninchi
ꢱꢨ꣄ꢣꢸ ꢒꢾꢬ꣄,sabdu ke'r
ꢤ꣄ꢮꢪ꣄ꢱꢸ ꢲꣂ,dhvamsu ho
ꢤ꣄ꢮꢪ꣄ꢱꢸ ꢒꢿꢬ꣄,dhvamsu ker
ꢔꢾꢳꢶꢶ ꢙꢮꢵꢜ꣄,ge'l'ii javaat'
ꢔꢾꢳꢶꢶ ꢙꢵ,ge'l'ii jaa
ꢭꢶꢒ꣄ꢒꢶꢭꢾ,likkile'
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,jo'linchi
ꢣꢾꢠ꣄ꢞꢥꣁ ꢡꢿ,de'nd'ano' te
ꢗꢾꢬ꣄ꢗꢶ,che'rchi
ꢏꢔꢬꢶ ꢒꢿꢬ꣄,o'gari ker
ꢗꢾꢣꢵꢮ꣄ ꢲꣂ,che'daav ho
ꢣꣁꢮ꣄ꢞꢶ,do'vd'i
ꢆꢗ꣄ꢗꢵꢜꢠꣁ ꢒꢿꢬ꣄,uchchaat'ano' ker
ꢗꢾꢮ꣄ꢣꢶ,che'vdi
ꢦꢵꢭꢥꣁ ꢒꢿꢬ꣄,paalano' ker
ꢱꢶꢥꢫꢶ ꢙꢵ,sinayi jaa
ꢲꢮ꣄ꢡꢥ꣄ ꢒꢾꢬ꣄ꢭꢾ,havtan ke'rle'
ꢲꢮ꣄ꢜꢶ,havt'i
ꢲꢜ꣄ꢮꢶ,hat'vi
ꢒꣁꢔꢸꢭꢵꢔ꣄,ko'gulaag
ꢦꢷꢳ꣄,peel'
ꢱꢾꢔ ꢒꢿꢬ꣄,se'ga ker
ꢱꢸꢬꢸ ꢦꣂꢜ꣄,suru pot'
ꢔꢿꢳ꣄,gel'
ꢣꢵꢜ꣄,daat'
ꢤꢶꢭ꣄ꢭꣁ ꢲꣂ,dhillo' ho
ꢗꣁꢞ꣄ꢞꢦꣁꢞꢶ ꢙꢮꢵꢜ꣄,cho'd'd'apo'd'i javaat'
ꢦꢬ꣄ꢮꢡ꣄ ꢒꢿꢬ꣄,parvat ker
ꢗꢵꢮ꣄,chaav
ꢨꢶꢱ꣄ꢱꣁ ꢙꢵ,bisso' jaa
ꢔꢸꢱꢹꢳ,gusool'a
ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,nireekshano' ker
ꢂꢮꢥ꣄ꢗꢵꢭ꣄ ꢱꢖ꣄ꢔꢶ,avanchaal sangi
ꢒꢾꢡ꣄ꢬꢶꢒ꣄ꢒꢾ ꢲꣁꢬ꣄ ꢒꢵꢜ꣄,ke'trikke' ho'r kaat'
ꢬꢾꢗ꣄ꢗꣁ ꢡꢵꢫ꣄ ꢩꢮꢵꢜ꣄ ꢡꢵꢫ꣄,re'chcho' taay bhavaat' taay
ꢕꢾꢞꢶꢨꣁꢮ꣄,ghe'd'ibo'v
ꢒꢸꢖBꢔꢶ ꢬꣂꢜ꣄,kungaBgi rot'
ꢓꢾꢥꢶ ꢔꢵꢮ꣄,khe'ni gaav
ꢮꢱ꣄ꢥꣁ ꢣꢾ,vasno' de'
ꢒꢾꢬ ꢒꢾꢬ ꢒꢿꢬ꣄,ke'ra ke'ra ker
ꢚꢵꢫ꣄,jhaay
ꢪꢷꢜ꣄ꢒꢥꢶ ꢭꢵꢔ꣄,meet'kani laag
ꢒꢳꣁ ꢲꣁꢱ꣄ꢡꢶꢱꣁ ꢙꢵꢭ꣄,kal'o' ho'stiso' jaal
ꢂꢨꢶꢦ꣄ꢬꢵꢫ꣄ ꢦꣁꢜ꣄,abipraay po't'
ꢕꢸꢭꢫꢶ ꢙꢵ,ghulayi jaa
ꢒꢾꢬꢶꢖ꣄ꢔꢶ ꢙꢵ,ke'ringi jaa
ꢕꢸꢭꢵꢜ꣄,ghulaat'
ꢒꢾꢬꢸꢖ꣄ꢔꢵꢜ꣄,ke'rungaat'
ꢱꢶꢒ꣄ꢒꢶ,sikki
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,misrano' ker
ꢱꢾꢣ꣄ꢣꢸ ꢡꢵꢫ꣄,se'ddu taay
ꢒꢮ꣄ꢭꢫꢶꢬꢴꢵ,kavlayirhaa
ꢂꢯ꣄ꢬꢿꢠꢶꢲꣁ,ashreniho'
ꢂꢯ꣄꣄ꢬꢿꢠꢶ ꢒꢿꢬ꣄,ashreni ker
ꢃꢒꢬ꣄ꢰꢶ,aakarshi
ꢩꣁꢬꢶꢙꢵ,bho'rijaa
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,te'lkayi jaa
ꢲꢸꢞꣁ ꢡꢶꢞꣁ ꢕꢭꢫꢶ ꢙꢵ,hud'o' tid'o' ghalayi jaa
ꢤꢶꢭ꣄ꢭꣁꢦꣁꢜ꣄,dhillo'po't'
ꢲꢾꢞꢶ ꢡꢵꢫ꣄,he'd'i taay
