ꢮꢶꢱꢶꢬ꣄,throw
ꢙꢵ,go
ꢲꢾꢡꣁ ꢦꣂꢜ꣄,long for
ꢔꢵꢳ꣄꣄ꢞꢾ,scold
ꢤꢾꢬ꣄ꢭꢿ,hold in hand
ꢌꢗ꣄ꢗꢵꢜ꣄,cheat
ꢲꢸꢖ꣄ꢔꢵꢜ꣄,cheat
ꢌꢗ꣄ꢗꢜ꣄ꢥꢶ ꢦꣂꢜ꣄,be cheated
ꢲꢸꢖ꣄ꢔꢫꢶ ꢙꢵ,be cheated
ꢤꢞ꣄ꢞꢾ,launch
ꢦ꣄ꢬꢒ꣄ꢰꢿꢦꢠꣁ ꢒꢿꢬ꣄,launch
ꢲꣁꢮꢥ꣄ ꢬꢴꢵ,happen
ꢲꢶꢖ꣄ꢔꢵꢜ꣄,hoist
ꢲꢶꢖ꣄ꢔꢶ,"climb, get into"
ꢣꣁꢮ꣄ꢱꢶ,stick
ꢪꢸꢜ꣄ꢜꢶꢬꢴꢵ,break
ꢪꢸꢞ꣄ꢙꢵ,break
ꢪꣂꢞ꣄,break
ꢆꢣ꣄ꢔꢵꢜ꣄,control
ꢆꢣ꣄ꢔꢶ,be controlled
ꢃꢱ꣄ꢬꢫꢶꢭꢶ ꢬꢴꢵ,take shelter
ꢮꢜ ꢒꢿꢬ꣄,allot
ꢐꢬ꣄ꢡꣁ ꢬꢴꢵ,take shelter
ꢥꢷꢞꢪ꣄ ꢬꢴꢵ,take shelter
ꢦꢵꢬꢵꢫꢠꣁ ꢒꢿꢬ꣄,recite
ꢧꢶꢬꢶꢧꢶꢬꢶ ꢪꢿꢥ꣄,recite
ꢏꢦ꣄ꢦꢶꢭꢾ,agree
ꢐꢒ꣄ꢦꣁꢒꢸꢬ꣄ ꢥꢶꢛ꣄ꢗꢶ,lie down on one side
ꢱꢨ꣄ꢣꢸ ꢒꢾꢬ꣄,sound
ꢤ꣄ꢮꢪ꣄ꢱꢸ ꢲꣂ,be destroyed
ꢤ꣄ꢮꢪ꣄ꢱꢸ ꢒꢿꢬ꣄,destroy
ꢔꢾꢳꢶꢶ ꢙꢮꢵꢜ꣄,ooze out
ꢔꢾꢳꢶꢶ ꢙꢵ,leak
ꢭꢶꢒ꣄ꢒꢶꢭꢾ,hide
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,"glitter, shine"
ꢣꢾꢠ꣄ꢞꢥꣁ ꢡꢿ,punish
ꢗꢾꢬ꣄ꢗꢶ,join
ꢏꢔꢬꢶ ꢒꢿꢬ꣄,vomit
ꢗꢾꢣꢵꢮ꣄ ꢲꣂ,raise
ꢣꣁꢮ꣄ꢞꢶ,drive
ꢤꢵꢪ꣄,run
ꢆꢗ꣄ꢗꢵꢜꢠꣁ ꢒꢿꢬ꣄,read
ꢗꢾꢮ꣄ꢣꢶ,read
ꢦꢵꢭꢥꣁ ꢒꢿꢬ꣄,protect
ꢱꢶꢥꢫꢶ ꢙꢵ,tired
ꢯꢷꢥ꣄,tired
ꢲꢮ꣄ꢡꢥ꣄ ꢒꢾꢬ꣄ꢭꢾ,"think, recall"
ꢲꢮ꣄ꢜꢶ,recall
ꢲꢜ꣄ꢮꢶ,recall
ꢒꣁꢔꢸꢭꢵꢔ꣄,taste
ꢦꢷꢳ꣄,squeeze
ꢱꢾꢔ ꢒꢿꢬ꣄,be sultry
ꢱꢸꢬꢸ ꢦꣂꢜ꣄,squeeze
ꢔꢿꢳ꣄,leak
ꢩꢥ꣄ꢣꢶ,"bind, tie"
ꢣꢵꢜ꣄,cross
ꢤꢶꢭ꣄ꢭꣁ ꢲꣂ,become loose
ꢗꣁꢞ꣄ꢞꢦꣁꢞꢶ ꢙꢮꢵꢜ꣄,smuggle
ꢦꢬ꣄ꢮꢡ꣄ ꢒꢿꢬ꣄,scold
ꢗꢵꢮ꣄,bite
ꢨꢶꢱ꣄ꢱꣁ ꢙꢵ,go fast
ꢔꢸꢱꢹꢳ,churn
ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,supervise
ꢂꢮꢥ꣄ꢗꢵꢭ꣄ ꢱꢖ꣄ꢔꢶ,predict
ꢒꢾꢡ꣄ꢬꢶꢒ꣄ꢒꢾ ꢲꣁꢬ꣄ ꢒꢵꢜ꣄,cut by scissors
ꢬꢾꢗ꣄ꢗꣁ ꢡꢵꢫ꣄ ꢩꢮꢵꢜ꣄ ꢡꢵꢫ꣄,shout
ꢕꢾꢞꢶꢨꣁꢮ꣄,shout
ꢒꢸꢖBꢔꢶ ꢬꣂꢜ꣄,weep
ꢓꢾꢥꢶ ꢔꢵꢮ꣄,tell
ꢮꢱ꣄ꢥꣁ ꢣꢾ,be fragrant
ꢒꢾꢬ ꢒꢾꢬ ꢒꢿꢬ꣄,get irritation in throat
ꢚꢵꢫ꣄,"steal, hide"
ꢪꢷꢜ꣄ꢒꢥꢶ ꢭꢵꢔ꣄,be salty
ꢒꢳꣁ ꢲꣁꢱ꣄ꢡꢶꢱꣁ ꢙꢵꢭ꣄,burn black
ꢂꢨꢶꢦ꣄ꢬꢵꢫ꣄ ꢦꣁꢜ꣄,opine
ꢕꢸꢭꢫꢶ ꢙꢵ,be dissolved
ꢒꢾꢬꢶꢖ꣄ꢔꢶ ꢙꢵ,be dissolved
ꢕꢸꢭꢵꢜ꣄,dissolve
ꢒꢾꢬꢸꢖ꣄ꢔꢵꢜ꣄,dissolve
ꢱꢶꢒ꣄ꢒꢶ,learn
ꢒꢮ꣄ꢭꢶ,"mix, stir"
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,"mix, stir"
ꢱꢾꢣ꣄ꢣꢸ ꢡꢵꢫ꣄,be noisy
ꢒꢮ꣄ꢭꢫꢶꢬꢴꢵ,"be mixed, be stirred"
ꢂꢯ꣄ꢬꢿꢠꢶꢲꣁ,be shuffled
ꢂꢯ꣄꣄ꢬꢿꢠꢶ ꢒꢿꢬ꣄,shuffle
ꢃꢒꢬ꣄ꢰꢶ,attract
ꢩꣁꢬꢶꢙꢵ,"overflow, cover"
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,"overflow, cover"
ꢲꢸꢞꣁ ꢡꢶꢞꣁ ꢕꢭꢫꢶ ꢙꢵ,get upside down
ꢤꢶꢭ꣄ꢭꣁꢦꣁꢜ꣄,be loose
ꢲꢿꢜ꣄,remove
ꢲꢾꢞꢶ ꢡꢵꢫ꣄,remove
ꢣꢶꢥ꣄ꢥꢸ ꢙꢮꢵꢜ꣄,be spent
ꢩꢷꢜ꣄,subtract
ꢱꣁꢮ꣄ꢞꢶ,undress
ꢱꢷꢥ꣄ꢦꣁꢥ꣄ꢣꢶ,be tired
ꢱꢶꢒ꣄ꢒꢵꢜ꣄,teach
ꢣꢹꢡ꣄ ꢦꢷꢳ꣄,to milk
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄ꢮꢶ,rotate
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,go round
ꢱꢵꢦꢥꣁ ꢣꢿ,frown
ꢦꣁꢳ꣄ꢳꣁ ꢲꣂ,ripen
ꢒꢨꢵꢜ꣄,protect
ꢣꢾꢒ꣄ꢒꢵꢜ꣄,show
ꢦꢶꢬꢿꢮ꣄ ꢒꢿꢬ꣄,love
ꢱꢸꢒ꣄ꢒꢶ ꢙꢵ,"dry, boil"
ꢡꢦ꣄ꢦꢶ ꢙꢵ,"dry, boil"
ꢒꢫ꣄ꢭꣁ ꢣꢾ,give fruit
ꢡꢦꢵꢜ꣄,boil
ꢂꢨ꣄ꢨꢳ꣄ꢳꢿ,get
ꢦꣁꢞ꣄ ꢬꢴꢵ,lying there
ꢥꢶꢖ꣄ꢙꢵꢜ꣄,make lie down
ꢓꢶꢠ꣄ꢓꢶꢠꢵꢜ꣄ ꢒꢪ꣄ꢦꢥꣁ ꢒꢿꢬ꣄,tremble
ꢂꢨ꣄ꢨꢱ꣄ꢡꢶꢱꣁ ꢬꢴꢵ,available
ꢒꢮ꣄ꢭꢶ,stir
ꢥꣁꢠ꣄ꢜꢶꢭꢶꢗꢵꢭ꣄,limp
ꢚꢹꢬ꣄ ꢆꢜ꣄ꢗꢶꢭꢾ,absorb
ꢔ꣄ꢬꢲꢥꣁ ꢒꢿꢬ꣄,absorb
ꢩꢜ꣄ꢜꢶ ꢙꢵ,be tore off
ꢩꢵꢜ꣄,tear off
ꢥꢶꢔꢶꢳꢵꢜ꣄,start
ꢥꢶꢔꢳ꣄,start
ꢒꢮ꣄ꢭꢶꢱꣂꢜ꣄,"poke, dig up"
ꢯꢵꢓꣁ ꢱꣂꢜ꣄,branch out
ꢣꣁꢱ꣄ꢒꣁ ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,feel giddiness
ꢕꢶꢬ꣄ꢒꢶ,scribble
ꢒꣁꢮ꣄ꢬꢶ,tear
ꢱꢾꢣ꣄ꢣꢸ ꢱꢨꣁ ꢒꢿꢬ꣄,act like rattle
ꢕꢸꢮꣁ ꢒꢿꢬ꣄,carve out
ꢮ꣄ꢫꢮꢱ꣄ꢢꣁ ꢥꢴꢷꢡ꣄ꢡꢶꢱꣁ ꢒꢿꢬ꣄,make disorder
ꢮ꣄ꢫꢮꢱ꣄ꢢꣁ ꢥꢴꢷꢡ꣄ꢡꢶꢱꣁ ꢲꣁ,be disordered
ꢃꢒꢬ꣄ꢰꢥꣁ ꢒꢿꢬ꣄,speak/act to attract
ꢔꢸꢱꢸꢔꢸꢱꢸ ꢒꢿꢬ꣄,murmur
ꢔꢸꢣ꣄ꢣꢶ,"fist, pinch"
ꢗꢮꢶ ꢒꢵ,chew
ꢤꢸꢖ꣄ꢒꢶ,jump
ꢒꢸꢰꢵꢭ꣄ ꢒꢿꢬ꣄,enjoy
ꢲꢳ꣄ꢳꢸ ꢔꢸꢣ꣄ꢣꢶ,pound gently
ꢏꢔꢬꢶ ꢒꢿꢬ꣄,feel vomiting
ꢔꣂꢦꢸꢬ꣄ ꢒꢾꢬꢱ꣄ꢡꢾ,pile up
ꢔꢸꢣ꣄ꢣꢶ,beat with fist
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ ꢲꢸꢳꣁ ꢦꢾꢮ꣄ꢞꢫ ꢶꢬꢴꢵ,Spurt out
ꢭꢸꢪ꣄ꢦ꣄ꢶꢭꢿ,be confused
ꢭꢸꢪ꣄ꢦꢵꢜ꣄,to confuse
ꢧꢸꢭꢵꢧꢸꢭꢶꢣꢾꢒ꣄ꢒꢵꢜ꣄,show pimples
ꢱꣁꢥ꣄ꢡꣁꢰ꣄ ꢦꣁꢥ꣄ꢣꢶ,rejoice
ꢒꢸꢣꢹꢲꢭ꣄ ꢦꣁꢥ꣄ꢣꢶ,rejoice
ꢂꢭ꣄ꢮꢵꢜ꣄,shake
ꢂꢭ꣄ꢭꢶ,shake
ꢱꢪ꣄ꢪꢶꢯ꣄ꢬꢠꣁ ꢲꣁꢫ꣄ꢬꢴꢵ,Be shuffled
ꢪꢸꢭ꣄ꢭ ꢧꢭ꣄ꢭꣁ ꢲꣁꢫ꣄ ꢬꢴꢵ,Be shuffled
ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,Be shuffled
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,Shuffle up
ꢪꢸꢭ꣄ꢭ ꢧꢭ꣄ꢭꣁ ꢒꢿꢬ꣄,Shuffle up
ꢒꢮ꣄ꢭꢶ ꢡꢵꢫ꣄,Shuffle up
ꢒꢸꢥꢪꢶꢖ꣄ꢗꢶꢫꢶ ꢬꢴꢵ,be heaped up
ꢒꢸꢪꢶꢖ꣄ꢗꢶ ꢢꣁꢮ꣄,heap up
ꢭꢸꢪ꣄ꢦꢶ,confuse
ꢭꢸꢪ꣄ꢦꢫꢶ ꢬꢴꢵ,Be confused
ꢔꣁꢳꢔꣁꢳꢫꢶ ꢮꢡ꣄ꢡꣁ ꢒꢾꢬ꣄,Babble
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢦꣂꢜ꣄,become hole
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢒꢾꢬ꣄,dig
ꢦꣁꢭ꣄ꢭꢪ꣄ ꢒꣁꢮ꣄ꢬꢶ,dig
ꢙꢾꢡ ꢗꢿꢬ꣄,assemble
ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,mix
ꢒꢮ꣄ꢭꢶ,mix
ꢱ꣄ꢥꢵꢥ꣄ ꢒꢿꢬ꣄,take bath
ꢃꢖ꣄ꢔꢸ ꢤꢹꢮ꣄,take bath
ꢱꢶꢳ꣄ꢳꢦꣂꢜ꣄,become cold
ꢔꢸꢣ꣄ꢣꢶ,Pound/thrash
ꢒꢸꢬ꣄ꢗꢶꢭꢾ,"mark, note"
ꢥꢴꢥ꣄ꢥ ꢒꢿꢬ꣄,Shorten/lessen
ꢆꢥ꣄ꢥꣁ ꢒꢿꢬ꣄,Shorten/lessen
ꢥꢴꢥ꣄ꢥꢲꣁ,become small
ꢪꣁꢥ꣄ꢥꢸꢪ꣄ꢒꢸꢱ꣄ꢒꢫꢶ ꢬꢴꢵ,pricked by conscience
ꢆꢥ꣄ꢥꣁ ꢲꣁꢫ꣄ꢬꢴꢵ,decrease
ꢆꢥ꣄ꢥꣁ ꢒꢿꢬ꣄,decrease
ꢏꢖ꣄ꢔꢶ,bend
ꢏꢖ꣄ꢔꢵꢜ꣄,bend
ꢭꢵꢙ꣄,feel shame
ꢭꢵꢱ꣄,feel shame
ꢭꢙ꣄ꢙꣁ ꢦꣁꢥ꣄ꢣꢶ,feel shame
ꢗꢾꢬ꣄ꢗꢶ,add
ꢗꢾꢬ꣄ꢭꢿ,"join, increase"
ꢲꢵꢡ꣄ ꢙꢾꢡ ꢗꢾꢬ꣄ꢗ꣄ꢗꢶ,fold hands
ꢬꢾꢗ꣄ꢗ ꢡꢵꢫ꣄,shout
ꢪꢿꢠ꣄,say
ꢱꢖ꣄ꢔꢶ,say
ꢏꢖ꣄ꢒꢶ,bend
ꢱ꣄ꢮꢦ꣄ꢬꢡꢵꢦ꣄ ꢒꢾꢬ꣄ꢭꢿ,Boast/brag
ꢒꢾꢖ꣄ꢙꢶ,plead for favour
ꢪꢔꢶꢭꢾ,plead for favour
ꢥꢵꢯ꣄,spoil
ꢥꢯꢥꣁ ꢲꣂ,be spoiled
ꢙꢾꢔꢸꢖ꣄ꢗꢶ,win
ꢙꢷꢔ꣄,win
ꢨꢸꢱ꣄ꢒꢸꢜ꣄ꢜꢶ ꢬꣂꢜ꣄,sob
ꢎꢒꢶ,hear
ꢂꢪ꣄ꢨꢜ꣄ ꢬꢴꢵ,be sour
ꢲꣁ,be sour
ꢔꢸꢜ꣄ꢜꢸꢡꢵꢫ꣄,beat
ꢜꢖ꣄ꢒꢥꣁ ꢒꢿꢬ꣄,carve
ꢒꣁꢡ꣄ꢡꢶ,carve
ꢡꢦꢫꢶ ꢙꢵ,boil up
ꢲꢸꢨ꣄ꢨꢶ,"swell up, boil up"
ꢱꢸꢙ꣄ꢙꢶ,"swell up, boil up"
ꢡꣂꢠꢸꢪ꣄ ꢔꣁꢳꣁ ꢒꢿꢬ꣄,gargle
ꢡꣂꢠ꣄ ꢔꣁꢳꣁ ꢒꢿꢬ꣄,gargle
ꢡꣂꢜ꣄,pluck
ꢪꢵꢬ꣄,kill
ꢪꣁꢬꢵꢜ꣄,kill
ꢧꢖ꣄ꢔꢶꢜ꣄,winnow
ꢪꢥ꣄ꢣꣁ ꢗꢿꢜ꣄,become fat
ꢢꣁꢮ꣄ꢭꢾ,have
ꢩꣁꢬ꣄ꢮꢶ,lit fire
ꢭꢔꢵꢜ꣄,lit fire
ꢗꢵꢮ꣄,munch
ꢗꢾꢮ꣄ꢛ꣄ꢗꢶ,munch
ꢏꢬ꣄ꢦꢶ,comb head
ꢬꢵꢒ꣄ ꢂꢥ꣄ꢭꢾ,get angry
ꢨꣁꢪ꣄,string
ꢪꢔꢶꢭꢿ,request
ꢪꢾꢥ꣄ꢭꢿ,request
ꢒ꣄ꢰꢪꣁ ꢒꢾꢬ꣄ꢭꢿ,tolerate
ꢗꢶꢜꢸꢗꢶꢞꢵꢜ꣄,make crackling sound
ꢯꢶꢡꢶꢭꢶ ꢙꢵ,crush/deform
ꢗꢾꢣꢶꢭꢶꢙꢵ,crush/deform
ꢣ꣄ꢒ꣄ꢒꢶ,meet
ꢪꢷꢭ꣄,meet
ꢱꢾꢥ꣄ꢣꢿꢮ꣄ꢦꣂꢜ꣄,doubt
ꢗꢵꢜ꣄,Lick/suckle
ꢚꢹꢬ꣄,Lick/suckle
ꢱꢨꢶꢖ꣄ꢗꢶ,curse
ꢗꢵꢭ꣄,happen
ꢙꣁꢞꢸꢖ꣄ꢗꢶ,earn
ꢣꢷ ꢗꢾꢬ꣄ꢗꢶ,Submit/send in
ꢤꢞ꣄ꢞꢿ,Submit/send in
ꢥꢶꢬ꣄ꢮꢵꢲ꣄ ꢒꢿꢬ꣄,manage
ꢱꢛ꣄ꢗꢵꢭꢥꣁ ꢒꢿꢬ꣄,manage
ꢭꢾꢔꢸꢡ꣄ꢡꣁ ꢙꢵ,go near
ꢭꢥ꣄ꢣꢶ,go near
ꢗꢵꢭ꣄ꢲꣁ,Become mature
ꢬꢸꢡꢸꢲꣁ,Become mature
ꢲꢥ꣄ꢣꢶ,cook
ꢏꢠ꣄ꢜ꣄ꢫꢦꣁꢔꢸꢪ꣄ ꢏꢖ꣄ꢔꢶ,tilt/slant
ꢏꢠ꣄ꢜ꣄ꢫꢦꣂꢔꢸꢪ꣄ ꢏꢖ꣄ꢔꢵꢜ꣄,tiltslant
ꢚꢶꢬ꣄ꢒꢶ,slip
ꢒꣁꢛ꣄ꢗꢶꢥ ꢶꢮꢗꢥ꣄ ꢒꢿꢬ꣄,talk amorously
ꢱꢭ꣄ꢭꢵꢦꢸ ꢮꢗꢥ꣄ ꢒꢿꢬ꣄,talk amorously
ꢱꢶꢥꢫꢶ ꢙꢵ,be tired
ꢚꢶꢬ꣄ꢒꢶ ꢦꣂꢜ꣄,slip
ꢗꢸꢒ꣄ꢱꢖ꣄ꢔꢶ,charge with/accuse
ꢣꣂꢰ ꢃꢬꣂꢦꢠꣁ,charge with/accuse
ꢚꢵꢫ꣄,close
ꢱ꣄ꢢꢶꢬꣁ ꢒꢿꢬ꣄,establish
ꢦꣂꢒ꣄ ꢏꢖBꢔꢶ,incline
ꢦꣂꢒ꣄ ꢏꢖBꢔꢵꢜ꣄,incline
ꢥꣁꢪ꣄ꢪꢶꢭꢶ ꢬꢴꢵ,depend on
ꢏꢬ꣄ꢔꢵꢜ꣄,cause to lean
ꢒꢳꢵꢜ꣄,announce
ꢦ꣄ꢬꢒꢜꢥꣁ ꢒꢿꢬ꣄,announce
ꢱꢪ꣄ꢜꢶꢥꢶ ꢦꣂꢜ꣄,be caught
ꢱꢪ꣄ꢜꢶ,be caught
ꢬꢵꢒ꣄ ꢣꢾꢒ꣄ꢒꢵꢜ꣄,frown in anger
ꢪꣁꢠ꣄ꢔꢵꢜ꣄,cause to moan
ꢲꢵꢮꢩꢵꢮ꣄ ꢒꢿꢬ꣄,cause to moan
ꢪꣁꢠ꣄ꢔꢶ,"whine, moan"
ꢬꢹꢦ꣄ꢒꢾꢬ꣄,picturise
ꢗꢶꢡ꣄ꢡꢬ꣄ ꢒꢿꢬ꣄,picturise
ꢂꢨ꣄ꢨꢞ꣄ꢭꢿ ꢂꢨꢞ꣄ꢭꢿ,"occur, got"
ꢗꢾꢣꢸꢬ꣄,scatter
ꢮꢶꢒꢷꢬ꣄ꢠꢸ ꢲꣁꢫ꣄ ꢙꢵ,scatter
ꢗꢾꢣꢸꢬꢵꢜ꣄,scatter
ꢮꢶꢒꢷꢬ꣄ꢠꢸ ꢒꢾꢬ꣄,scatter
ꢥꢾꢱ꣄ꢒꢶ,crush
ꢫꣂꢱꢥꣁ ꢒꢿꢬ꣄,think
ꢭꢸꢗ꣄ꢗꢵꢜ꣄,shed
ꢪꢶꢱ꣄ꢒꢶ,winkle
ꢗꢶꢬꢵꢫ꣄ꢥꢶ ꢦꣂꢜ꣄,be scratched
ꢲꢵꢱ꣄,laugh
ꢱꣁꢮ꣄ꢬꢪ꣄ ꢒꢾꢬ꣄,shave
ꢬꣂꢪꢵꢛ꣄ꢗꣁ ꢲꣁꢫ꣄ꢭꢿ,bristle up the hair/get the goosebumps
ꢡꣁꢠꣁ ꢡꣁꢠꣁ ꢒꢿꢬ꣄,talk without restraint
ꢭꢴꣁꢮꣁ ꢦꣂꢜ꣄,become red
ꢥꢴꢥ꣄ꢥ ꢲꣂ,become small
ꢬꢵꢒ꣄ ꢂꢮꢵꢜ꣄,Provoke
ꢆꢱ꣄ꢦꢶ ꢱꣂꢜ꣄,Provoke
ꢔꢮ꣄ꢖ꣄ꢗꢶ,care
ꢙꢷꢬ꣄ꢠꢸꢒꢿꢬ꣄,digest
ꢪꣁꢥꣁ ꢒꢿꢬ꣄,sharpen
ꢬꢵꢒ꣄ ꢂꢮꢞꢳꢿ,Hiss/get angry
ꢔꢸꢬ꣄ꢡꢸ ꢒꢳꢵꢜ꣄,point out
ꢩꢸꢛ꣄ꢙꢶ,"roast, shoot"
ꢭꢵꢮ꣄,"roast, shoot"
ꢪꢶꢜ꣄ꢜꢶ,flipping
ꢦꢱ꣄ꢡꣁꢒ꣄ꢒꢶ,hesitate
ꢯꢸꢣ꣄ꢣꢶ ꢒꢿꢬ꣄,purify
ꢡꢸꢒ꣄ꢒꢶ,carry
ꢮꢵꢮ꣄,carry
ꢡꢸꢒ꣄ꢒꢵꢜ꣄,make carry
ꢒꣁꢮ꣄ꢬꢶ,scrape
ꢒꢸꢖ꣄ꢒꢶ,"shrink, shorten"
ꢂꢒ꣄ꢒꢸꢬꣁꢒꢿꢬ꣄,"shrink, shorten"
ꢒꢸꢖ꣄ꢔꢫꢶ ꢙꢵ,"shrink, shorten"
ꢂꢒ꣄ꢒꢸꢬꣁ ꢲꣁ,"shrink, shorten"
ꢂꢮ꣄ꢱꢬ꣄ ꢦꣁꢜ꣄,Hasten/hurry up
ꢔꢸꢮ꣄ꢠꢶ,roll
ꢔꣁꢳꣁ ꢒꢿꢬ꣄,roll
ꢔꢸꢠ꣄ꢮꢫꢶ ꢬꢴꢵ,roll
ꢔꣁꢳꣁ ꢲꣁꢫ ꣄ꢬꢴꢵ,roll
ꢯ꣄꣄ꢮꢵꢱꣁ ꢒꢿꢬ꣄,breathe
ꢬꢸꢗ꣄ꢗꢶ ꢱꢵ,taste
ꢧꢷꢬ꣄,rotate
ꢧꢶꢬ꣄ꢮꢶꢶ,rotate
ꢧꢶꢬꢵꢜ꣄,rotate
ꢅꢠ꣄ꢒꢶ,sprain
ꢲꢶꢠ꣄ꢞꢶ,"wander, rotate"
ꢗꢸꢜ꣄ꢜꢸ ꢧꢷꢬ꣄,"wander, rotate"
ꢒꣁꢮ꣄ꢬꢶ,scratch
ꢒ꣄ꢬꢷꢜꢶ ꢕꢵꢭ꣄,crown
ꢕꢵꢭ꣄,put
ꢗꢾꢮꢸꢛ꣄ꢗꢶ,suck
ꢥꢴꢵꢥ꣄ ꢲꣁ,become thin
ꢗꢸꢜ꣄ꢜꢸꢬ꣄ ꢬꢴꢵ,surround
ꢗꢾꢒ꣄ꢒꢶ,chop
ꢟꢖ꣄ꢒꢶ,carve
ꢥꢵꢪ ꢙꢦꣁ ꢒꢿꢬ꣄,pray
ꢦ꣄ꢬꢵꢬ꣄ꢢꢥꣁ ꢒꢿꢬ꣄,pray
ꢙꢷꢬ꣄ꢠꢸꢲꣁ,digest
ꢒꢿꢬ꣄,do
ꢙꢶꢬ꣄ꢪꢵꢥ꣄ ꢲꣂ,digest
ꢡꢸꢬꢵꢜ꣄,insert
ꢕꢞꢶ ꢒꣁꢮ꣄ꢬꢶ,calling attention by clearing throat
ꢙꢮꢵꢜ꣄,drive
ꢤꢪꢵꢜ꣄,drive
ꢗꢸꢨꢶꢜ꣄ꢗꢸ ꢦꣁꢥ꣄ꢣꢶ,prosper
ꢗꢾꢬ꣄ꢗꢶ,collect
ꢆꢬꢵꢮ꣄ ꢒꢿꢬ꣄,save
ꢙꢷꢗꢿꢬ꣄,"join, reach"
ꢗꢾꢬ꣄ꢗꢶ,"join, attach"
ꢦꢵꢄꢪ꣄ꢦꣁꢜ꣄,worship
ꢪꢾꢖ꣄ꢔꢶ,be attracted
ꢨꣁꢜ꣄ꢜꢸ ꢦꣂꢜ꣄,drop
ꢗꢶꢞꢸꢒ꣄ꢒꢸ ꢡꢵꢫ꣄,crack the finger
ꢧꢸꢭꢸ ꢦꣁꢮ꣄ꢱ꣄ꢦꣂꢜ꣄,rain down
ꢡꢸꢬꢵꢜ꣄,put in/insert
ꢡꢾꢜ꣄ꢜꢸ ꢪꢸꢜ꣄ꢜꢶ,be deranged
ꢡꢾꢠ꣄ꢞꢥꣁ ꢣꢿ,punish
ꢂꢠ꣄ꢗꢫꢶ ꢬꢴꢵ,reduce
ꢂꢠ꣄ꢗꢶ,reduce
ꢡꢾꢡ꣄ꢡꢳꢶꢛ꣄ꢗꢶ,struggle for life
ꢡꢾꢭ꣄ꢒꢶ,overflow
ꢡꣁꢨꢸꢛ꣄ꢗꢵꢜ꣄,Make one escape
ꢡꣁꢨꢸꢛ꣄ꢗꢶ,escape
ꢦꢥ꣄ꢪꢭ꣄ꢒꢾ ꢦꣂꢜ꣄,hesitate
ꢣꢬ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,see
ꢮꢶꢮꢵꢡ꣄ ꢒꢿꢬ꣄,argue
ꢨꣁꢮꢥ꣄ ꢤꢜ꣄ꢞꢾ,fetch
ꢕꣁꢠꢖ꣄ꢒꣁꢠꢵꢫ꣄ ꢒꢿꢬ꣄,crawl
ꢏꢞ꣄ꢙꢵ,fail
ꢂꢭ꣄ꢭꢵꢜ꣄,be distressed
ꢥꢴꢷꢡ꣄ꢡꣁ ꢲꣁꢮꢵꢜ꣄,avoid
ꢔꣁꢳ ꢔꣁꢳꢵꢜ꣄,"stammer from joy, love, etc."
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,"dazzle, glitter"
ꢓꢮ꣄ꢙꢶ,scratch
ꢦꢬꢷꢒ꣄ꢰꣁ ꢒꢿꢬ꣄,test
ꢗꣁꢒ꣄ꢒꢜ꣄ ꢲꣁ,be good
ꢯꢷꢥ꣄ ꢭꢒꢫ꣄ꢭꢾ,become tired
ꢧꢸꢜ꣄ꢜꢶ ꢦꣂꢜ꣄,collapse
ꢤ꣄ꢮꢪ꣄ꢯꢸ ꢲꣂ,collapse
ꢩꣁꢞꢶꢡꢵꢫ꣄,demolish
ꢩꣁꢔ ꢩꣁꢔꢫꢶ ꢬꢴꢵ,sizzle
ꢡꢦꢫꢶ ꢬꢴꢵ,sizzle
ꢬꢴꢷꢭꢿ,stay
ꢬꢴꢾꢫ꣄ꢭꢿ,stay
ꢬꢴꢵ,stay
ꢡꢾꢜ꣄ꢜꢶ,knock
ꢭꢵꢮ꣄,smear
ꢧꢸꢔ꣄ꢔꢶ,swell
ꢂꢮ꣄ꢞꣂꢦꣁꢜ꣄,obstruct
ꢲꢶꢨ꣄ꢨꢵꢞ꣄,obstruct
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,overflow
ꢒꢨꢶꢭꢿ,embrace
ꢃꢭꢶꢖ꣄ꢔꢥꣁ ꢒꢿꢬ꣄,embrace
ꢦꣁꢜꢭꢶ ꢩꢥ꣄ꢣꢶꢭꢿ,embrace
ꢗꢸꢨꢶꢜ꣄ꢗꢸꢒꢥ꣄ ꢬꢴꢵ,flourish
