source,target
ꢡꢶꢥ꣄ꢥꢳ꣄꣄,உற்சவம்
ꢒꣀꢖ꣄ꢒꢬ꣄ꢫꢣꢵꢥ꣄,கொடை
ꢱꢸꢣꢵꢥ꣄,கொடை
ꢗꣁꢒ꣄ꢣꢵꢥ꣄,கொடை
ꢣꢶꢮꢭꢶ,தீபாவளி
ꢡꣁꢬꢠ꣄,தோரணம்
ꢏꢔꢡ꣄,நோன்பு
ꢮꢶꢯꢾꢰ꣄,பண்டிகை
ꢦꣁꢖ꣄ꢒꢭ꣄ ꢱꢾꢥ꣄ꢥꢸ,பொங்கல்
ꢪꢒꢬ ꢱꢖ꣄ꢒ꣄ꢬꢵꢥ꣄ꢡꢶ,பொங்கல்
ꢂꢖ꣄ꢔꢪ꣄,அங்கம்
ꢨꢵꢣꢪ꣄,அடி
ꢲꢶꢬꢶꢞꢶ,அண்ணம்
ꢦꣁꢒ꣄ꢒꢭ꣄,அரை
ꢣꣀꢬ ꢲꢵꢡ꣄,இடக்கை
ꢣꢒꢸꢥ ꢲꢵꢡꢶ,இடக்கை
ꢒꢿꢜ꣄,இடுப்பு
ꢔꢸꢠ꣄ꢞꣁ,இதயம்
ꢬꣁꢦ꣄ꢦꣁ,இமை
ꢬꢾꢔꢡ꣄,இரத்தம்
ꢲ꣄ꢬꢸꢣꢫꢸ,இருதயம்
ꢔꢸꢠ꣄ꢞꢾ,இருதயம்
ꢡꢶꢳ꣄꣄ꢙꢶ,ஈரல்
ꢲ꣄ꢬꢸꢞꢶ,ஈறு
ꢡꢳꢸ,உச்சி
ꢃꢖ꣄ꢒꢸ,உடம்பு
ꢱꢾꢬꢶꢬ꣄,உடம்பு
ꢡꢥꢸ,உடம்பு
ꢃꢖ꣄ꢔꢸ,உடம்பு
ꢲꢸꢜ꣄ꢜꣁ,உமிழ்நீர்
ꢙꢷꢬ꣄ꢠꢸ ꢣ꣄ꢬꢮ꣄ꢫꢸ,உமிழ்நீர்
ꢦꢵꢣꢪ꣄,உள்ளங்கால்
ꢡꢳꢦꢵꢄ~,உள்ளங்கால்
ꢡꢳꢲꢵꢡ꣄,உள்ளங்கை
ꢲꢹꢜ꣄ꢜꣁ,எச்சில்
ꢲꢜ꣄ꢒꣁ,எலும்பு
ꢲꢜ꣄ꢒꢵ ꢔꢹꢞ꣄,எலும்புக்கூடு
ꢣꣁꢳꣁ,கண்
ꢣꣁꢳꢵꢪ꣄ ꢦꢥꢶ,கண்ணீர்
ꢦꢦꣁ,கண்மணி
ꢔꢸꢞ꣄ꢔꢵꢭ꣄,கணுக்கால்
ꢦꢭ꣄ꢜꢶ,கணுக்கால்
ꢔꢾꢳꣁ,கழுத்து
ꢒꢥꢱꢸꢭ꣄,கன்னம்
ꢔꢮ꣄ꢭꣁ,கன்னம்
ꢔꢦꢸꢭꣁ,கன்னம்
ꢔꢵꢭꢸ,உள்கன்னம்
ꢒꢵꢥ꣄,காது
ꢦꢵꢄ~,கால்
ꢒꢺꢡꢵ,கிருதா
ꢓꢭꢸ ꢏꢣꢞ꣄,கீழுதடு
ꢂꢥ꣄ꢡ꣄ꢬꣁ,குடல்
ꢱꣁꢪꢵꢥ꣄,குடல்
ꢔꢠ꣄ꢜ꣄ꢬꢶ,குண்டி
ꢙꢸꢜ꣄ꢜꢶ,குடுமி
ꢦꢳ꣄꣄ꢜꢶ,குதிகால்
ꢕꢞꢶ,குரல்வளை
ꢨꣁꢪ꣄ꢨꢶ,தொப்புள்
ꢥꢵꢩꢶ,தொப்புள்
ꢓꢿꢱ꣄,கூந்தல்
ꢲꢵꢡ꣄,கை
ꢒꣁꢠ꣄ꢞꢾ,கொண்டை
ꢓꣁꢨꣁ,கொண்டை
ꢙꢾꢜꣁ,சடை
ꢮꢾꢥꢶ,சடை
ꢒꢾꢠ꣄ꢜꣁ,சதை
ꢥꢴꢥ꣄ꢥ ꢂꢥ꣄ꢡꢬꣁ,சிறுகுடல்
ꢪꢹꢡ,சிறுநீர்
꣄ ꢮꢠ꣄ꢠꢶ,சிறுநீர்
ꢒꢶꢳꢖ꣄ꢔꢳꢶꢶ,சிறுவிரல்
ꢣꢬ꣄ꢙꢥꢶ ꢂꢖ꣄ꢔꢶꢳꢶ,சுட்டுவிரல்
ꢔꢸꢬ꣄ꢣꢸ ꢂꢖ꣄ꢔꢶꢳꢶ,சுட்டுவிரல்
ꢣꣁꢱ꣄ꢒꣁ,தலை
ꢒꢦꢵꢭ꣄,தலையோடு
ꢗꢶꢥ꣄ꢲꢸ,தழும்பு
ꢂꢞꣁ,பெண்குறி
ꢔꢸꢳ꣄ꢳꢸ,ஆண்குறி
ꢔꣁꢡꣁ,ஆண்குறி
ꢮꢶꢥ꣄ꢡꢸꢭ꣄,ஆண்குறி
ꢦꢶꢙꢵꢮꢸ,ஆண்குறி
ꢣꢵꢞꢶ,தாடி
ꢗꢷꢦꢸ,தாடை
ꢱꢬꢷꢬ꣄,உடம்பு
ꢪꢞꢶ,தொடை
ꢂꢖ꣄ꢔꢪ꣄,தொடை
ꢕꢞꢶ,தொண்டை
ꢨꣁꢙ꣄ꢙꢾ,தொந்தி
ꢒꢾꢱꢥ꣄,தோல்
ꢒꢾꢠ꣄ꢞꣁ,தோல்
ꢓꢵꢥ꣄ꢣꢸ,தோள்
ꢬꢾꢜ꣄ꢜꢾ,தோள்பட்டை
ꢥꢾꢒ꣄ꢒꢸ,நகம்
ꢥꢾꢬꢪ꣄,நரம்பு
ꢙꢷꢦ꣄,நாக்கு
ꢬꢾꢔꢡ꣄ꢤꢸꢖ꣄ꢒꢭ꣄,நாடி
ꢥꢵꢞꢶ,நாடி
ꢒꢮ꣄ꢭꣁ,கன்னம்
ꢮꢥꢶ,நிறம்
ꢒꣁꢮ꣄ꢱꣁ,நுரையீரல்
ꢲꢿꢪ꣄,நெஞ்சு
ꢒꢦꢵꢳ꣄,நெற்றி
ꢣꢵꢡ꣄,பல்
ꢦꢔꢸꢭ꣄,பாதம்
ꢦꢨꢶꢥꢶ,புருவம்
ꢦꢮ꣄ꢥꢶ,புருவம்
ꢂꢥ꣄ꢡꢶꢬꣁ,பெருங்குடல்
ꢲꢔꢸꢠ꣄ꢜꣁ,பெருவிரல்
ꢔꢨꢵꢳ꣄,பொட்டு
ꢪꢞꢶ,மடி
ꢂꢖ꣄ꢔꢪ꣄,மடி
ꢒꢖ꣄ꢒꢸꢬꣁ,மணிக்கட்டு
ꢪꣁꢗ꣄ꢗꣁ,மரு
ꢓꢿꢯ꣄,மயிர்
ꢪꢙ꣄ꢙꣁ,மஜ்ஜை
ꢪꢸꢱꢶꢥ꣄,மீசை
ꢪꢸꢱꢸꢖ꣄ꢔꢸ,மீசை
ꢡꣂꢠ꣄,முகம்
ꢪꢹꢜ꣄,முட்டி
ꢔꢸꢜ꣄ꢒꣁ,முட்டு
ꢪꢸꢠ꣄ꢞꣁ,முண்டம்
ꢦꢵꢜ꣄,முதுகு
ꢦꢵꢜꢸꢲꢜ꣄ꢒꣁ,முதுகெலும்பு
ꢣꢸꢣ꣄ꢡꢸ,முலை
ꢣꢹꢡ꣄ ꢲꣁꢮꢶ,முலை
ꢔꢸꢜ꣄ꢒꣁ,முழங்கால்
ꢗꢾꢪ꣄ꢪꢬ꣄ ꢲꢵꢡ꣄,முழங்கை
ꢓꣁꢨꣁ,முழங்கை
ꢥꢵꢒ꣄,மூக்கு
ꢥꢵꢔꢸꢦꢸꢜ꣄ꢜꣁ,மூக்கு ஓட்டை
ꢩꢥ꣄ꢣꢶ,மூட்டு
ꢪꢾꢣꢸꢞ꣄,மூளை
ꢪꢱ꣄ꢡꢶꢱ꣄ꢒꣁ,மூளை
ꢩꢶꢣꢸꢜ꣄,மூளை
ꢆꢛ꣄ꢗꢵ ꢏꢡꢜ꣄,மேலுதடு
ꢪꣁꢜ꣄ꢜꢾ,மொட்டைத்தலை
ꢪꣁꢳꢶ,முழங்கை
ꢪꢸꢡ꣄ꢣꢶ ꢂꢖ꣄ꢒꢶꢳꢶ,மோதிரவிரல்
ꢗꢷꢦꢸ,மேவாய்
ꢩꢵꢖ꣄ꢔꢸ,வகிடு
ꢔꢸꢪ꣄ꢦꢶꢥꢶ,வகுப்பு
ꢦꣂꢜ꣄,வயிறு
ꢙꣀꢥ ꢲꢵꢡ꣄,வலக்கை
ꢙꢾꢬꢸꢥ ꢲꢵꢡ꣄,வலக்கை
ꢡꣂꢠ꣄,வாய்
ꢱꢾꢒꣁ,வியர்வை
ꢂꢖ꣄ꢒꢶꢳꢶ,விரல்
ꢦꣁꢒ꣄ꢒꣁ,விலா
ꢦꣁꢒ꣄ꢒꣁ ꢲꢜ꣄ꢒꣁ,விலா எலும்பு
ꢂꢠ꣄ꢗꢸ ꢮꢔꢡꢶ,அடக்குமுறை
ꢂꢥ꣄ꢫꢵꢮ꣄,அநியாயம்
ꢂꢒ꣄ꢬꢪꣁ,அநியாயம்
ꢂꢞꢡ꣄,அநியாயம்
ꢂꢞꢵꢡ꣄,அநீதி
ꢃꢥꢷꢞꢶ,அநீதி
ꢂꢦꢬꢵꢤ꣄,அபராதம்
ꢂꢪꢭ꣄,அமல்
ꢦꢬꢶꢦꢵꢭꢥꣁ,அமல்
ꢬꢾꢗ꣄ꢗꢒꢹꢡ꣄,அமளி
ꢂꢬꢵꢙꢒꢡꣁ,அமளி
ꢂꢭꢲꣁ,அமளி
ꢃꢙ꣄ꢛꣁ,ஆணை/ உத்தரவு/கட்டளை
ꢆꢡ꣄ꢡꢬ꣄,ஆணை/ உத்தரவு/கட்டளை
ꢃꢙ꣄ꢛꢵꢒꢵꢬ꣄,ஆணையர்
ꢂꢤꢵꢬ꣄,ஆதாரம்
ꢬꢸꢙꢸ,ஆதாரம்
ꢱꣂꢤꢥꣁ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,ஆய்வாளர்
ꢱꣁꢤꢸꢥꢵꢬ꣄,ஆய்வாளர்
ꢂꢫ꣄ꢣꢸꢦꢳꣁ,ஆயுதப்படை
ꢱꢾꢥ,ஆயுதப்படை
ꢃꢫꢸꢱ꣄ꢣꢾꢠ꣄ꢞꢥꣁ,ஆயுள் தண்டனை
ꢃꢬ꣄ꢩꢵꢜꣁ,ஆர்ப்பாட்டம்
ꢬꢾꢗ꣄ꢗꢵ ꢬꢾꢗ꣄ꢗꣁ,ஆர்ப்பாட்டம்
ꢦꢡ꣄ꢬꣁ,ஆவணம்
ꢣꢱ꣄ꢡꢵꢮꢾꢙ꣄,ஆவணம்
ꢩꢵꢬꢡ ꢣꢠ꣄ꢞꢥꢵ ꢱꢵꢱꢥꣁ,இந்தியக் குற்றவியல் சட்டம்
ꢱꢖ꣄ꢒꢪ꣄,இயக்கம்
ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,இயக்கம்
ꢒꢸꢭꢥꢵꢱ꣄,இனப்படுகொலை
ꢆꢗ꣄ꢗ ꢥ꣄ꢫꢵꢫꢵꢭꢫꣁ,உச்சநீதிமன்றம்
ꢆꢦꢮꢵꢱ꣄,உண்ணாவிரதம்
ꢆꢛ꣄ꢗꢵ ꢥ꣄ꢫꢵꢫꢵꢭꢫꣁ,உயர்நீதிமன்றம்
ꢄꢗ꣄ꢗꢵ ꢦꢡ꣄ꢬꢸ,உயில்
ꢂꢥꢸꢪꢡꢶꢨꢶꢭ꣄ꢭꣁ,உரிமம்
ꢨꢵꢣ꣄ꢫꢡꣁ,உரிமம்
ꢨꢵꢣ꣄ꢫꢡꣁ,உரிமை
ꢂꢤꢶꢒꢵꢬ꣄,உரிமை
ꢗꢵꢬꢠꣁ,உளவாளி/ ஒற்றன்
ꢕꢹꢜꢗꢵꢬꢶ,உளவாளி/ ஒற்றன்
ꢒꢬ꣄ꢡꢮ꣄,கடமை
ꢒꢬ꣄ꢡꢮ꣄ꢫꣁ,கடமை
ꢒꢵꢬꢵꢒꢵꢬ꣄,கடுஞ்சிறை
ꢒꢵꢬꢵꢕꢾꢬ꣄,கடுஞ்சிறை
ꢓꢾꢞꢶꢥꢸ ꢒꢵꢬꢵꢒꢵꢬ꣄,கடுஞ்சிறை
ꢕꢾꢥꢪ꣄,கண்ணியம்
ꢣꣁꢳꢵꢪ꣄ ꢤꢹꢪ꣄,கண்ணீர்ப்புகை
ꢒꢮꢵꢜ꣄ ꢚꢔꢶꢥꢶ,கதவடைப்பு
ꢨꢥ꣄ꢣ꣄,கதவடைப்பு
ꢬꣃꢳꢶ,கலகம்
ꢒꢭꢔꢪ꣄,கலகம்
ꢔꢭꢵꢜ꣄ꢜꢵ,கலாட்டா
ꢔꢵꢪ꣄ ꢥꢶꢱꢨ꣄ꢣꢸ ꢱꢵꢱꢥꣁ,ஊரடங்குச் சட்டம்
ꢪꣁꢱꢒꢵꢬ꣄,எத்தன்
ꢲꣁꢖ꣄ꢔꢞ꣄ꢠꢵꢬ꣄,எத்தன்
ꢮꢶꢦꢒ꣄ꢰꢸꢮꢵꢥ꣄,எதிர்க்கட்சிக்காரன்
ꢡꣂꢒꢸꢦꢒ꣄ꢰꢸꢮꢵꢥ꣄,எதிர்க்கட்சிக்காரன்
ꢭꢸꢒ꣄ꢙꢵꢥꢶ,ஒற்றன்
ꢗꢵꢬ꣄,ஒற்றன்
ꢒꢜ꣄ꢗꢶꢒꢾꢬꣁ,கட்சிக்காரன்
ꢦꢒ꣄ꢯꢸꢮꢵꢥ꣄,கட்சிக்காரன்
ꢗꢾꢡ꣄ꢡꢬ꣄,கட்டளை
ꢥꢿꢪꣁ,கட்டுப்பாடு
ꢱ꣄ꣁꢞ꣄ꢞꢶ,கள்ளி
ꢢꢠꢵ ꢱ꣄ꢢꢭ ꢬꢒ꣄ꢰꢶꢥꢶ,காவல் நிலைய கண்காணிப்பு
ꢢꢠꢵ ꢬꢒ꣄ꢰꢶꢥꢶ,காவல் நிலைய கண்காணிப்பு
ꢢꢠꢵ ꢮꢶꢩꢵꢔ꣄,காவல் துறை
ꢢꢠꢵ ꢱ꣄ꢢꢭ꣄,காவல் நிலையம்
ꢒꢾꢭ꣄ꢭꢭ꣄,கிண்டல்
ꢬꣃꢞꢶ,குண்டன்
ꢒꢸꢠ꣄ꢞꢸ,குண்டு
ꢕꣁꢞꢵ ꢱꣀꢥ꣄ꢫꢸ,குதிரைப்படை
ꢒꢸꢪ꣄ꢦꢸ,கும்பல்
ꢭꢸꢪ꣄ꢦ꣄ꢳꣁ,குழப்பம்
ꢂꢦꢬꢵꢕꢶ,குற்றவாளி
ꢂꢮ꣄ꢞꢵ ꢮꢶꢗꢵꢬꢠꣁ,குறுக்கு விசாரணை
ꢒꣀꢣꢶ,கைதி
ꢨꢥ꣄ꢣꢶ,கைதி
ꢒꢵꢬꢵ ꢔꢸꢦ꣄ꢡꣁ,கைதி
ꢒꣀꢣꢸ,கைது
ꢨꢥ꣄ꢣꢶꢒꢾꢬ꣄ꢥꢶ,கைது
ꢒꢾꢭ꣄ꢭꢭ꣄ꢒꣁ,கேலி
ꢪꣁꢬꢜꢱ꣄꣄ꢡꢾ,கொலை
ꢪꣁꢬꢞ꣄ꢠꢵꢬ꣄,கொலைகாரன்/ கொலையாளி
ꢲꢥ꣄ꢡꣁ,கொலைகாரன்/ கொலையாளி
ꢕꢵꢡꢶ,கொலைகாரன்/ கொலையாளி
ꢒꢦꢜꢸ ꢓꢶꢛ꣄ꢗꢶꢥꢶ,கொள்ளை
ꢒꢦꢜꢸ ꢓꢶꢛ꣄ꢗꢸꢥꢵꢬ꣄,கொள்ளைக்காரன்
ꢒꢸꢪ꣄ꢦꢸ,கோஷ்டி
ꢱꢵꢱꢥ ꢱꢖ꣄ꢒꢳꢥꣁ,சட்டத்தொகுப்பு
ꢱꢵꢱꢥ ꢱꢖ꣄ꢒꢭꢥꣁ,சட்டத்தொகுப்பு
ꢩꣁꢔꢸꢪꢵ,சன்மானம்
ꢱꢵꢒ꣄ꢰꢶ,சாட்சி
ꢦꢒ꣄ꢰꢸ,சாதகம்
ꢱꢵꢣꢒꣁ,சாதகம்
ꢱꢵꢭꢵ ꢮꢶꢤꢶꢥ꣄,சாலை விதிகள்
ꢦꢶꢱ꣄ꢒꢭ꣄,சிக்கல்
ꢦꢸꢱ꣄ꢒꣁ,சிக்கல்
ꢗꢶꢡ꣄ꢬ ꢮꢤꣁ,சித்திரவதை
ꢒꢵꢬꢵꢕꢾꢬ꣄,சிறை
ꢱꣂꢱꢥꣁ,சுரண்டல்
ꢒꢸꢥꢸꢔꢶꢥꢶ,சுரண்டல்
ꢮꢶꢭꢹꢝ꣄,சூறையாடல்
ꢲꢥꢶꢪꢵꢬ꣄,சூறையாடல்
ꢮꢶꢭꢸꢝꢥꣁ,சூறையாடல்
ꢃꢱ꣄ꢡꢶ,சொத்து
ꢡꢾꢒꢸꢬꢵꢭ꣄,தகராறு
ꢢꢥꢵꢭ ꣄ꢭꣀꢞꢵ ꢲꢥ꣄ꢥꢶ,தடியடி
ꢲꢶꢨ꣄ꢨꢵꢞꢸ ꢃꢙꢛꣁ,தடையுத்தரவு
ꢥꢶꢬꣂꢤ꣄ ꢃꢙ꣄ꢛꢸ,தடையுத்தரவு
ꢣꢾꢠ꣄ꢞꢥꣁ,தண்டனை
ꢲꣂꢬ꣄,தரப்பு
ꢱ꣄ꢮꢫ ꢬꢒ꣄ꢰꢠꣁ,தற்காப்பு
ꢗꣁꢬ꣄,திருட்டு
ꢡꢷꢬ꣄ꢦꢸ,தீர்ப்பு
ꢠꢶꢬ꣄ꢠꢫꣁ,தீர்ப்பு
ꢄꢔ꣄ꢬꢮꢵꢡꢶ,தீவிரவாதி
ꢭꢸꢒ꣄ ꢙꢥ꣄ꢥꢬ꣄,துப்பறிபவர்
ꢱꢹꢗꢥꣁ,துப்பு
ꢜꢸꢦ꣄ꢦꢸ,துப்பு
ꢣꣂꢬꢸ ꢣꢠ꣄ꢞꢵꢥꣁ,தூக்குத்தண்டனை
ꢲꣁꢬꢸꢒ꣄ꢬꢶꢫꣁ,நடவடிக்கை
ꢱꢹꢗꢵꢭ꣄,நன்னடத்தை
ꢗꣁꢒ꣄ ꢗꢭ꣄ꢥꢶ,நன்னடத்தை
ꢱꢡ꣄ ꢗꢭ꣄ꢥꢶ,நன்னடத்தை
ꢥꢶꢫꢵꢮ꣄,நீதி
ꢥꢶꢫꢵꢫꢱ꣄ꢢꢭꣁ,நீதிமன்றம்
ꢮꢶꢬꣂꢣ,பகை
ꢦ꣄ꢬꢡꢶꢒꢹꢭ꣄,பாதகம்
ꢬꢒ꣄ꢯꢥꣁ,பாதுகாப்பு
ꢦꢶꢬꢡꢶꢮꢵꢣꢶ,பிரதிவாதி
ꢱꢡ꣄ꢫꢦ꣄ꢬꢪꢵꢠ꣄,பிரமாணம்
ꢦꢶꢬꢪꢵꢠ꣄,பிரமாணம்
ꢒꢸꢠ꣄ꢜꢸ,பிழை
ꢒꢭꢲ ꢱ꣄ꢢꢶꢡꢶ,போராட்டம்
ꢥꢒꢭ꣄,போலி
ꢪꣁꢬꢥꢸ ꢣꢠ꣄ꢞꢠꣁ,மரணதண்டனை
ꢦꣀꢭ ꢏꢫ꣄ꢣꢦꢥ꣄,முதலுதவி
ꢪꣁꢬꢜꢸ,முரடன்
ꢤꢶꢒ꣄ꢒꢶꢥꢶ,மோதல்
ꢮꢵꢣꢸꢒꢾꢬ꣄ꢥꢵꢬ꣄,வக்கீல் /வழக்குரைஞர்
ꢮꢵꢣꢸꢥꢵꢬ꣄,வக்கீல் /வழக்குரைஞர்
ꢣꢵꢮꣁ,வழக்கு
ꢮꢣꢶꢔ꣄ꢛꢵꢥꢶ,வழக்கறிஞர்
ꢆꢔ꣄ꢬ ꢒ꣄ꢬꢶꢫꣁ,வன்முறை
ꢣꣂꢠꢸ ꢮꢵꢒ꣄,வாக்குமூலம்
ꢃꢣꢵꢬꢸ ꢮꢵꢗꢸ,வாக்குமூலம்
ꢮꢵꢣꢶ,வாதி
ꢧꢶꢬ꣄ꢮ ꢓꢳ꣄ꢳꢱ꣄ꢡꢾ,வாபஸ்
ꢮꢵꢦꢱ꣄ ꢓꢳ꣄ꢳꢱ꣄ꢡꢾ,வாபஸ்
ꢒꣀꢣꢸ ꢦꢡ꣄ꢬꣁ,வாரண்டு
ꢮꢶꢗꢵꢬꢠꣁ,விசாரணை / விசாரிப்பு
ꢩꢬꢵꢜ ꣄ꢱꣁꢞ꣄ꢥꢶ,விடுதலை
ꢥꢶꢫꢪꣁ,விதி
ꢨꢥ꣄ꢤ꣄,வேலைநிறுத்தம்
ꢙꢪꢷꢥ꣄,ஜாமீன்
ꢣꢭ꣄ꢭꣁ,ஆண்
ꢙꢾꢥꣁ,ஆள்
ꢙꢮ꣄ꢠꣁ,இளமை/ இளமைப் பருவம்
ꢥꣁ,இளமை/ இளமைப் பருவம்
ꢙꢮ꣄ꢠꢦꢥ꣄,இளமை/ இளமைப் பருவம்
ꢫꣃꢮꢥꣁ,இளமை/ இளமைப் பருவம்
ꢙꢮ꣄ꢠꣁ,இளைஞன்
ꢙꢮ꣄ꢠꢶ,இளையவள்
ꢥꢴꢥ꣄ꢥꣁ,இளையவன்
ꢕꢾꢬ꣄ꢮꢵꢬ꣄,கர்ப்பம்
ꢕꢾꢮ꣄ꢬꢵꢬ꣄,கர்ப்பம்
ꢕꢾꢬ꣄ꢮꢬꢶꢥ꣄,கர்ப்பிணி
ꢕꢾꢮ꣄ꢬꢬꢶꢥ꣄,கர்ப்பிணி
ꢒꢥ꣄ꢫꣁ,கன்னி
ꢣꣁꢮ꣄ꢬꣁ,கிழவன்
ꢣꣁꢮ꣄ꢬꢶ,கிழவி
ꢦꢶꢭ꣄ꢭꣁ,குஞ்சு
ꢦꢶꢭ꣄ꢭꣁ,குட்டி
ꢒꢸꢪꢵꢬꣁ,குமரன்
ꢒꢸꢪꢵꢬꢶ,குமரி
ꢥꢴꢸꢒ꣄ꢬꢸ,குழந்தை
ꢥꢴꢸꢬꢸꢦꢥ꣄,குழந்தைப் பருவம்
ꢨꢵꢭ꣄ꢫꢦꢥ꣄,குழந்தைப் பருவம்
ꢨꢵꢭ꣄ꢫꢪ꣄,குழந்தைப் பருவம்
ꢥꢴꢥ꣄ꢥꢶ,குழவி
ꢥꢴꢥ꣄ꢥꢶ,சிறுமி
ꢥꢴꢥ꣄ꢥꣁ,சிறுவன்
ꢦ꣄ꢬꢵꢫꢪ꣄,பருவம்
ꢨꢵꢭꢦ꣄ꢬꢵꢫꢪ꣄,பால பருவம்
ꢨꢵꢳꢸꢥ꣄,பாலர்
ꢏꢬ꣄ꢱꢸ,பிராயம்
ꢏꢱ꣄ꢱꢸ,பிராயம்
ꢨꢾꢜ꣄ꢒꢶ,பெண்
ꢂꢳꢶꢶ,பெண்
ꢨꢾꢜ꣄ꢒꣁ,பையன்
ꢪꢾꢥꢶꢒ꣄ \ ꢣꢭ꣄ꢭꢒ꣄ꢒꣁ,மனிதன்
ꢂꢪ꣄ꢪꢒ꣄ꢒꣁ,மனுஷி
ꢪꢵꢥꢸꢰꢪ꣄,மானுடம்
ꢏꢭ꣄ꢞꢶꢥ꣄,முதியவள்
ꢏꢭ꣄ꢞꣁ,முதியவன்
ꢣꢸꢒ꣄ꢬꣁ,"முதுமை,மூப்பு"
ꢫꢸꢮꢡꢶ,யுவதி
ꢫꢸꢮꣁ,யுவன்
ꢫꢸꢮꢥ꣄,யுவன்
ꢙꢮ꣄ꢥꢠꢦꢥ꣄,யெளவனம்
ꢫꣃꢮꢥꢪ꣄,யெளவனம்
ꢏꢬ꣄ꢱꢸ,வயது
ꢙꢮ꣄ꢠꢦ꣄ꢦꢥ꣄,வாலிபப் பருவம்
ꢙꢮ꣄ꢠꢡ꣄ꢮꢪ꣄,வாலிபம்
ꢧꣀꢭ ꢦ꣄ꢬꢣꢬ꣄ꢰꢥꣁ,அரங்கேற்றம்
ꢲꢬꢶꢓꢾꢡꣁ,அரிகதை
ꢦꢸꢬꢵꢡꢥꢮꢱ꣄ꢡꢸ ꢦ꣄ꢬꢣꢬ꣄ꢰꢶꢥꢶ,அரும்பொருட்காட்சியகம்
ꢥꢵꢗꢸ,ஆட்டம்
ꢥꢜꢥꢪ꣄,ஆட்டம்
ꢱꢖ꣄ꢔꢷꢡ꣄,இசை
ꢱꢖ꣄ꢔꢷꢡꢸ ꢮꣀꢩꢮ꣄,இசைநிகழ்ச்சி
ꢱꢶꢖ꣄ꢒꢵꢬ꣄ꢭꢶꢥꢶ,ஒப்பனை
ꢍꢒꢵꢖ꣄ꢒꢶ ꢥꢜ꣄ꢒꢪ꣄,ஓரங்கநாடகம்
ꢱꢨ꣄ꢣꢸ ꢦ꣄ꢬꢒꢵꢱꢸ ꢣꢬ꣄ꢰꢥꣁ,ஒலி ஒளிக்காட்சி
ꢱꢨ꣄ꢣꢸꢔꢸꢠ꣄ꢮꢶ,ஒலிப்பெருக்கி
ꢗꢶꢡ꣄ꢬꢸ,ஓவியம்
ꢱꢖ꣄ꢔꢷꢡ ꢮꣀꢩꢮ꣄,கச்சேரி
ꢒꢷꢡꢸꢱ꣄ꢬꢸꢡꢶ,கட்டை
ꢔꢮ꣄ꢥꢶꢱ꣄ꢢꢵꢥ꣄,கட்டை
ꢱ꣄ꢡꢵꢥꢦ꣄ꢬꢫꢡ꣄ꢥꣁ,கட்டை
ꢪꣂꢜꢶ ꢮꢶꢡ꣄ꢡꢾ,கண்கட்டு வித்தை
ꢒꢭꢵ,கலை
ꢒꢭꢵꢒꢵꢬ꣄,கலைஞன்
ꢒꢵꢒ꣄ꢰꢶ,காட்சி
ꢔ꣄ꢬꢵꢪꢶꢫ ꢥꢵꢗꢸ,கிராமிய நடனம்
ꢙꢾꢡꣁꢪꢶꢳꢶ ꢓꢳꢥ꣄ꢥꢵꢗꢸ,கும்மி
ꢪꢭ꣄ꢭꢫꢸꢣ꣄ꢣꢸ,குஸ்தி
ꢥꢵꢗꢸ,கூத்து
ꢥꢵꢗꢸ ꢓꣁꢜ꣄ꢜꣁ,கொட்டகை
ꢗꢶꢡ꣄ꢬ ꢮꢷꢠꢾ,கோட்டுவாத்தியம்
ꢮꢶꢤꢹꢰꢒ꣄,கோமாளி
ꢒꣁꢭꢸ ꢓꢵꢭ꣄,கோலாட்டம்
ꢱꢸꢕꢞꢶ,சாரீரம்
ꢕꢞꢶ ꢆꢜꢵꢮ꣄,சாரீரம்
ꢗꢾꢠ꣄ꢜꢾ,செண்டை
ꢡꢫꢵꢬ꣄ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,தயாரிப்பாளர்
ꢡꢫꢵꢬ꣄ꢒꢾꢬ꣄ꢥꢶ,தயாரிப்பு
ꢱ꣄ꢮꢩꢵꢰꢥ꣄ ꢍꢒꢵꢥ꣄ꢡꢸ ꢮꢗꢸ,தனிமொழி
ꢦꢞꢸꢣꣁ,திரை
ꢡꢶꢬꢱ꣄ꢒꢾꢬ꣄ꢥꢵꢮ꣄,திரை
ꢡꢾꢬꢵ ꢭꣁꢱ꣄,திரைப்படம்
ꢥꢵꢗꢸ ꢓꣁꢜ꣄ꢜꣁ,திரையரங்கம்/ திரையரங்கு
ꢲꢵꢱ꣄ꢫꢪ꣄,நகைச்சுவை
ꢥꢜ꣄ꢭꣁ,நடனம்
ꢥꢜ꣄ꢮꣁ,நடிகன்
ꢥꢜꣁ,நடிகன்
ꢥꢜ꣄ꢮꢶ,நடிகை
ꢥꢜꢶ,நடிகை
ꢥꢗꢶꢥꢶ,நடிப்பு
ꢓꢳ꣄꣄ꢥꢶ ꢥꢵꢗꢸ,நாட்டியநாடகம்
ꢥꢗꢥ ꣄ꢥꢵꢗꢸ,நாட்டியம்
ꢥꢜꢥ ꢥꢵꢗꢸ,நாட்டியம்
ꢥꢵꢣꢸ,நாதம்
